state_name,dist_name,year,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha),wheat_area_(1000_ha),wheat_production_(1000_tons),wheat_yield_(kg_per_ha),groundnut_area_(1000_ha),groundnut_production_(1000_tons),groundnut_yield_(kg_per_ha),sunflower_area_(1000_ha),sunflower_production_(1000_tons),sunflower_yield_(kg_per_ha),soyabean_area_(1000_ha),soyabean_production_(1000_tons),soyabean_yield_(kg_per_ha),oilseeds_area_(1000_ha),oilseeds_production_(1000_tons),oilseeds_yield_(kg_per_ha),sugarcane_area_(1000_ha),sugarcane_production_(1000_tons),sugarcane_yield_(kg_per_ha),cotton_area_(1000_ha),cotton_production_(1000_tons),cotton_yield_(kg_per_ha),fruits_and_vegetables_area_(1000_ha),potatoes_area_(1000_ha),onion_area_(1000_ha),monsoon_avg,normal_monsoon_avg,rainfall_deviation
chhattisgarh,durg,1969,563.4,400.8,711.4,49.4,26.5,536.44,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,114.14,14.9,130.54,1.0,1.9,1900.0,0.0,0.0,0.0,12.69,0.01,0.56,223.525,274.0,-50.474999999999994
chhattisgarh,durg,1970,571.6,473.6,828.55,44.2,29.0,656.11,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,24.3,192.25,0.7,1.4,2000.0,0.0,0.0,0.0,12.64,0.02,0.52,350.75,274.0,76.75
chhattisgarh,durg,1971,581.8,412.9,709.69,44.4,25.8,581.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.2,20.2,162.64,0.5,1.0,2000.0,0.0,0.0,0.0,12.91,0.01,0.54,297.575,274.0,23.57499999999999
chhattisgarh,durg,1972,582.2,381.0,654.41,39.6,20.6,520.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.8,25.4,205.17,0.5,1.0,2000.0,0.0,0.0,0.0,13.01,0.01,0.55,234.05,274.0,-39.94999999999999
chhattisgarh,durg,1973,600.0,471.9,786.5,37.3,18.6,498.66,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.2,30.3,232.72,0.2,1.2,6000.0,0.0,0.0,0.0,12.9,0.01,0.53,315.05,274.0,41.05000000000001
chhattisgarh,durg,1974,587.4,219.0,372.83,36.5,22.4,613.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,23.9,246.9,0.8,1.5,1875.0,0.0,0.0,0.0,12.64,0.03,0.45,138.325,274.0,-135.675
chhattisgarh,durg,1975,598.3,454.0,758.82,49.2,27.8,565.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5,30.8,234.22,0.8,1.4,1750.0,0.0,0.0,0.0,12.97,0.05,0.52,271.575,274.0,-2.4250000000000114
chhattisgarh,durg,1976,593.6,327.1,551.04,46.9,10.0,213.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.7,7.1,67.17,0.6,0.8,1333.33,0.0,0.0,0.0,12.76,0.06,0.46,234.2,274.0,-39.80000000000001
chhattisgarh,durg,1977,600.7,572.4,952.89,53.1,27.1,510.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.6,24.5,190.51,0.1,0.3,3000.0,0.0,0.0,0.0,13.43,0.05,0.53,248.425,274.0,-25.57499999999999
chhattisgarh,durg,1978,612.5,362.2,591.35,48.7,25.6,525.67,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6,17.5,120.19,0.1,0.2,2000.0,0.0,0.0,0.0,13.41,0.04,0.43,276.5,274.0,2.5
chhattisgarh,durg,1979,616.8,330.6,535.99,44.6,17.8,399.1,0.1,0.2,2000.0,0.0,0.0,0.0,0.1,0.0,0.0,102.8,5.4,52.53,0.1,0.1,1000.0,0.0,0.0,0.0,13.38,0.06,0.48,207.2,274.0,-66.80000000000001
chhattisgarh,durg,1980,634.9,515.6,812.1,44.1,33.6,761.9,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,113.4,19.8,174.6,0.1,0.1,1000.0,0.0,0.0,0.0,14.24,0.07,0.47,331.775,274.0,57.77499999999998
chhattisgarh,durg,1981,630.0,506.9,804.6,41.5,23.6,568.67,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,117.1,15.8,134.93,0.1,0.1,1000.0,0.0,0.0,0.0,14.21,0.05,0.51,233.2,274.0,-40.80000000000001
chhattisgarh,durg,1982,627.9,513.3,817.49,41.1,23.9,581.51,0.1,0.1,1000.0,0.0,0.0,0.0,1.2,0.7,583.33,117.9,15.9,134.86,0.1,0.2,2000.0,0.0,0.0,0.0,14.7,0.08,0.38,189.35,274.0,-84.65
chhattisgarh,durg,1983,626.7,711.0,1134.51,39.9,20.6,516.29,0.1,0.1,1000.0,0.0,0.0,0.0,2.2,1.2,545.45,119.8,22.4,186.98,0.2,0.3,1500.0,0.0,0.0,0.0,15.03,0.06,0.46,243.325,274.0,-30.67500000000001
chhattisgarh,durg,1984,632.2,563.8,891.81,40.5,19.9,491.36,0.2,0.2,1000.0,0.0,0.0,0.0,2.1,1.3,619.05,120.3,18.1,150.46,0.3,0.5,1666.67,0.0,0.0,0.0,15.43,0.05,0.45,222.8,274.0,-51.19999999999999
chhattisgarh,durg,1985,630.8,699.8,1109.38,39.4,21.0,532.99,0.3,0.3,1000.0,0.0,0.0,0.0,1.1,0.7,636.36,120.3,19.0,157.94,0.3,0.3,1000.0,0.0,0.0,0.0,15.89,0.04,0.46,235.175,274.0,-38.82499999999999
chhattisgarh,durg,1986,643.0,525.0,816.49,37.0,24.0,648.65,1.0,1.0,1000.0,0.0,0.0,0.0,0.8,0.4,500.0,97.8,18.6,190.18,0.4,0.5,1250.0,0.0,0.0,0.0,16.11,0.06,0.43,244.825,274.0,-29.17500000000001
chhattisgarh,durg,1987,648.0,523.0,807.1,43.0,23.0,534.88,1.0,1.0,1000.0,0.0,0.0,0.0,0.5,0.3,600.0,93.2,22.4,240.34,0.1,0.3,3000.0,0.0,0.0,0.0,17.18,0.08,0.54,157.14999999999998,274.0,-116.85000000000002
chhattisgarh,durg,1988,652.7,549.7,842.19,43.7,20.2,462.24,1.3,1.3,1000.0,0.0,0.0,0.0,0.7,0.6,857.14,86.1,15.0,174.22,0.2,0.5,2500.0,0.0,0.0,0.0,18.84,0.08,0.47,158.025,274.0,-115.975
chhattisgarh,durg,1989,660.2,457.3,692.67,43.8,22.7,518.26,3.3,2.8,848.48,0.0,0.0,0.0,0.7,0.5,714.29,74.4,17.0,228.49,0.4,0.7,1750.0,0.0,0.0,0.0,18.63,0.05,0.42,49.625,274.0,-224.375
chhattisgarh,durg,1990,682.9,806.8,1181.43,36.2,24.8,685.08,3.4,2.9,852.94,0.09,0.0,0.0,2.03,1.58,778.33,84.0,19.6,233.33,0.07,0.1,1428.57,0.0,0.0,0.0,18.9,0.06,0.12,259.32500000000005,274.0,-14.674999999999955
chhattisgarh,durg,1991,680.8,773.6,1136.31,34.8,21.6,620.69,2.6,2.7,1038.46,0.12,0.03,250.0,4.82,3.17,657.68,86.4,26.0,300.93,0.46,0.9,1956.52,0.0,0.0,0.0,19.46,0.06,0.56,179.625,274.0,-94.375
chhattisgarh,durg,1992,688.0,777.3,1129.8,56.1,20.5,365.42,1.6,2.3,1437.5,0.09,0.02,222.22,9.52,6.72,705.88,90.8,28.2,310.57,0.35,0.6,1714.29,0.02,0.0,0.0,20.48,0.06,0.71,206.95,274.0,-67.05000000000001
chhattisgarh,durg,1993,703.6,876.7,1246.02,33.8,23.8,704.14,2.5,2.6,1040.0,0.23,0.07,304.35,28.88,25.64,887.81,124.2,48.4,389.69,0.45,0.8,1777.78,0.03,0.0,0.0,20.87,0.07,0.74,194.725,274.0,-79.275
chhattisgarh,durg,1994,726.8,967.9,1331.73,36.5,29.4,805.48,1.2,1.2,1000.0,0.25,0.08,320.0,16.9,13.4,792.9,117.0,40.0,341.88,0.4,0.7,1750.0,0.0,0.0,0.0,20.74,0.06,0.65,346.25,274.0,72.25
chhattisgarh,durg,1995,723.3,1052.0,1454.44,37.1,26.5,714.29,0.9,1.0,1111.11,0.3,0.1,333.33,24.4,21.1,864.75,121.9,40.0,328.14,0.5,0.8,1600.0,0.0,0.0,0.0,22.22,0.07,0.68,298.4,274.0,24.399999999999977
chhattisgarh,durg,1996,710.9,917.2,1290.2,36.2,29.1,803.87,0.8,0.8,1000.0,0.3,0.1,333.33,45.0,31.0,688.89,136.3,57.6,422.6,0.6,1.1,1833.33,0.0,0.0,0.0,22.95,0.07,0.49,300.45,274.0,26.44999999999999
chhattisgarh,durg,1997,735.7,837.5,1138.37,35.6,18.3,514.04,1.4,1.4,1000.0,0.4,0.1,250.0,61.6,48.9,793.83,149.44,62.4,417.56,0.48,0.9,1875.0,0.0,0.0,0.0,23.1,0.08,0.45,357.4,274.0,83.39999999999998
chhattisgarh,durg,1998,786.51,684.62,870.45,39.96,24.84,621.62,1.38,1.38,1000.0,0.0,0.0,0.0,56.07,26.09,465.2,151.86,47.57,313.25,1.17,2.27,1939.21,0.0,0.0,0.0,25.98,0.12,0.43,266.375,274.0,-7.625
chhattisgarh,durg,1999,769.79,963.04,1251.04,0.0,0.0,0.0,1.38,1.38,1000.0,0.9,0.64,710.18,14.56,10.24,703.61,108.14,35.93,332.25,1.03,3.43,3340.34,0.0,0.0,0.0,26.96,0.15,0.5,397.925,274.0,123.92500000000001
chhattisgarh,durg,2002,753.41,484.9,643.6,33.25,25.09,754.44,1.25,1.67,1338.07,0.76,0.53,696.21,12.88,6.91,536.3,61.3,22.07,359.97,1.42,0.29,206.84,0.02,0.01,500.0,29.41,0.09,0.51,183.1,274.0,-90.9
chhattisgarh,durg,2004,775.99,984.31,1268.46,36.43,23.19,636.48,0.7,1.08,1526.54,1.4,0.97,692.22,27.4,25.72,938.76,67.23,31.95,475.24,3.14,0.65,206.84,0.41,0.21,512.2,30.42,0.1,0.6,246.15,274.0,-27.849999999999994
chhattisgarh,durg,2005,775.99,984.31,1268.46,36.43,23.19,636.48,0.7,1.08,1526.54,1.4,0.97,692.22,27.4,25.72,938.76,73.67,38.16,517.97,3.14,0.65,206.84,0.0,0.0,0.0,31.21,0.12,0.57,159.525,274.0,-114.475
chhattisgarh,durg,2006,781.7,1177.1,1505.81,36.81,26.62,723.16,0.71,1.04,1465.31,1.99,1.25,628.38,40.33,35.86,889.29,88.02,49.86,566.49,6.83,0.72,105.93,0.19,0.05,263.16,31.47,0.09,0.51,198.05,274.0,-75.94999999999999
chhattisgarh,durg,2007,799.89,1095.84,1369.98,37.32,34.38,921.03,0.56,0.87,1551.07,0.92,0.74,797.55,61.86,71.13,1149.7,96.56,82.96,859.2,9.84,1.21,123.15,0.04,0.01,250.0,32.68,0.1,0.39,264.72499999999997,274.0,-9.275000000000034
chhattisgarh,durg,2008,803.37,704.09,876.42,36.46,31.19,855.47,0.46,0.72,1567.28,0.31,0.22,690.96,70.14,66.01,941.19,94.77,73.18,772.2,7.54,0.84,111.7,0.01,0.01,1000.0,33.85,0.16,0.41,224.5,274.0,-49.5
chhattisgarh,durg,2009,789.04,622.05,788.37,42.44,38.12,898.09,0.56,1.02,1814.16,0.45,0.3,654.12,72.21,64.92,898.97,94.84,72.74,767.05,7.13,1.65,231.58,0.01,0.0,0.0,32.94,4.31,0.51,172.875,274.0,-101.125
chhattisgarh,durg,2010,777.92,1319.18,1695.77,46.12,45.87,994.69,0.51,0.96,1861.6,0.4,0.29,725.0,91.77,105.41,1148.66,114.35,112.83,986.66,4.42,1.13,256.96,0.0,0.0,0.0,34.3,0.11,0.49,273.52500000000003,274.0,-0.4749999999999659
chhattisgarh,durg,2011,806.55,1416.48,1756.23,44.98,50.19,1115.68,0.54,0.84,1561.11,0.18,0.15,833.33,87.07,69.83,802.03,106.25,78.18,735.8,4.07,2.06,506.02,0.08,0.02,250.0,0.0,0.12,0.54,293.2,274.0,19.19999999999999
chhattisgarh,durg,2012,807.07,1534.22,1900.97,43.87,47.69,1087.1,0.48,0.72,1502.72,0.19,0.14,736.84,85.05,101.62,1194.76,104.27,109.66,1051.69,4.97,1.26,252.98,0.13,0.02,153.85,35.69,0.12,0.54,252.325,274.0,-21.67500000000001
chhattisgarh,durg,2013,819.44,1296.24,1581.86,41.54,43.33,1043.06,0.49,0.9,1817.44,0.24,0.11,458.33,92.28,92.65,1003.99,108.22,99.31,917.64,3.94,0.93,237.45,0.05,0.01,200.0,34.74,0.11,0.5,340.02500000000003,274.0,66.02500000000003
chhattisgarh,durg,2014,834.87,1444.24,1729.89,44.25,50.96,1151.49,0.43,0.7,1627.06,0.2,0.1,500.0,85.84,39.93,465.22,99.93,46.2,462.3,5.75,3.46,602.17,0.05,0.02,400.0,0.0,0.33,0.51,283.35,274.0,9.350000000000023
chhattisgarh,durg,2015,817.68,880.6,1076.95,48.72,54.6,1120.74,0.44,0.75,1687.82,0.05,0.04,800.0,98.2,49.1,500.02,113.88,37.19,326.61,11.23,2.57,228.49,0.05,0.01,200.0,0.0,0.16,0.46,222.05,274.0,-51.94999999999999
chhattisgarh,bastar,1969,429.1,329.0,766.72,2.3,1.5,652.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09,10.3,270.41,1.2,4.1,3416.67,0.0,0.0,0.0,5.63,0.08,0.17,319.85,309.25,10.600000000000023
chhattisgarh,bastar,1970,437.7,316.8,723.78,2.4,1.9,791.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,9.7,240.69,1.1,3.8,3454.55,0.0,0.0,0.0,5.97,0.06,0.18,351.49999999999994,309.25,42.24999999999994
chhattisgarh,bastar,1971,445.6,366.6,822.71,2.5,1.5,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,12.6,296.47,1.2,3.8,3166.67,0.0,0.0,0.0,5.98,0.07,0.2,226.25,309.25,-83.0
chhattisgarh,bastar,1972,443.1,285.8,645.0,2.7,1.7,629.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,14.1,327.15,1.1,3.7,3363.64,0.0,0.0,0.0,6.19,0.06,0.2,302.6,309.25,-6.649999999999977
chhattisgarh,bastar,1973,450.5,364.3,808.66,2.6,1.9,730.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,16.8,341.46,1.2,4.0,3333.33,0.0,0.0,0.0,6.35,0.06,0.19,262.275,309.25,-46.97500000000002
chhattisgarh,bastar,1974,451.6,302.9,670.73,2.4,2.0,833.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,15.9,316.73,1.2,3.7,3083.33,0.0,0.0,0.0,6.85,0.06,0.19,203.975,309.25,-105.275
chhattisgarh,bastar,1975,458.3,407.9,890.03,3.7,2.9,783.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,17.8,333.96,1.1,3.7,3363.64,0.0,0.0,0.0,6.47,0.06,0.22,382.79999999999995,309.25,73.54999999999995
chhattisgarh,bastar,1976,459.6,296.1,644.26,3.3,2.2,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,5.2,139.41,0.9,2.9,3222.22,0.0,0.0,0.0,6.71,0.07,0.03,341.975,309.25,32.72500000000002
chhattisgarh,bastar,1977,473.4,430.4,909.17,3.3,2.6,787.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,10.6,239.82,0.8,2.5,3125.0,0.0,0.0,0.0,6.67,0.07,0.17,370.92500000000007,309.25,61.67500000000007
chhattisgarh,bastar,1978,490.4,402.2,820.15,3.0,2.8,933.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,11.8,263.39,0.8,2.8,3500.0,0.0,0.0,0.0,6.51,0.07,0.16,391.9,309.25,82.64999999999998
chhattisgarh,bastar,1979,497.5,309.2,621.51,3.0,2.4,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,8.8,213.08,0.7,1.7,2428.57,0.0,0.0,0.0,6.49,0.08,0.18,281.75,309.25,-27.5
chhattisgarh,bastar,1980,519.4,391.8,754.33,2.9,3.1,1068.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,9.8,261.33,0.5,1.7,3400.0,0.0,0.0,0.0,6.23,0.08,0.17,395.15,309.25,85.89999999999998
chhattisgarh,bastar,1981,523.5,389.3,743.65,3.0,3.3,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,11.0,284.97,0.6,2.1,3500.0,0.0,0.0,0.0,6.84,0.08,0.15,320.875,309.25,11.625
chhattisgarh,bastar,1982,527.7,372.4,705.7,3.2,3.9,1218.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,41.7,11.7,280.58,0.6,2.1,3500.0,0.0,0.0,0.0,7.13,0.08,0.18,334.375,309.25,25.125
chhattisgarh,bastar,1983,538.0,408.0,758.36,2.9,2.7,931.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,666.67,43.5,13.5,310.34,0.8,2.8,3500.0,0.0,0.0,0.0,7.0,0.06,0.14,346.35,309.25,37.10000000000002
chhattisgarh,bastar,1984,533.4,395.6,741.66,2.8,3.0,1071.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,43.7,12.5,286.04,0.8,2.6,3250.0,0.0,0.0,0.0,7.09,0.06,0.12,219.85000000000002,309.25,-89.39999999999998
chhattisgarh,bastar,1985,555.4,834.3,1502.16,2.6,2.6,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,45.4,12.3,270.93,0.2,0.6,3000.0,0.0,0.0,0.0,7.37,0.08,0.14,296.225,309.25,-13.024999999999977
chhattisgarh,bastar,1986,556.0,403.0,724.82,3.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,44.1,11.1,251.7,0.4,1.4,3500.0,0.0,0.0,0.0,7.47,0.07,0.11,347.15,309.25,37.89999999999998
chhattisgarh,bastar,1987,555.0,382.0,688.29,3.0,2.0,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,45.0,14.5,322.22,0.1,0.4,4000.0,0.0,0.0,0.0,8.17,0.09,0.12,299.2,309.25,-10.050000000000011
chhattisgarh,bastar,1988,572.8,553.2,965.78,2.8,3.0,1071.43,0.1,0.1,1000.0,0.0,0.0,0.0,0.2,0.1,500.0,44.9,14.8,329.62,0.2,0.6,3000.0,0.0,0.0,0.0,8.18,0.1,0.2,319.7,309.25,10.449999999999989
chhattisgarh,bastar,1989,571.7,544.7,952.77,2.6,2.7,1038.46,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1000.0,44.2,14.0,316.74,0.2,0.7,3500.0,0.0,0.0,0.0,8.31,0.12,0.21,433.525,309.25,124.27499999999998
chhattisgarh,bastar,1990,579.0,561.9,970.47,2.0,2.4,1200.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,800.0,43.7,15.0,343.25,0.3,1.1,3666.67,0.0,0.0,0.0,9.02,0.11,0.2,368.72499999999997,309.25,59.474999999999966
chhattisgarh,bastar,1991,582.3,624.3,1072.13,2.2,3.0,1363.64,0.0,0.0,0.0,0.04,0.01,250.0,0.02,0.02,1000.0,43.6,16.1,369.27,0.17,0.5,2941.18,0.0,0.0,0.0,9.62,0.31,0.26,275.125,309.25,-34.125
chhattisgarh,bastar,1992,584.4,533.3,912.56,1.6,2.0,1250.0,0.0,0.0,0.0,0.11,0.02,181.82,0.94,0.87,925.53,40.6,11.7,288.18,0.37,1.3,3513.51,0.0,0.0,0.0,9.71,0.13,0.14,288.70000000000005,309.25,-20.549999999999955
chhattisgarh,bastar,1993,605.3,603.7,997.36,1.8,2.6,1444.44,0.1,0.1,1000.0,0.07,0.02,285.71,0.69,0.73,1057.97,42.2,12.6,298.58,0.24,0.9,3750.0,0.0,0.0,0.0,10.3,0.15,0.26,269.4,309.25,-39.85000000000002
chhattisgarh,bastar,1994,609.9,604.0,990.33,1.6,2.4,1500.0,0.1,0.1,1000.0,0.05,0.01,200.0,0.4,0.4,1000.0,41.8,13.1,313.4,0.3,0.9,3000.0,0.0,0.0,0.0,11.06,0.0,0.0,420.67499999999995,309.25,111.42499999999995
chhattisgarh,bastar,1995,619.0,589.1,951.7,1.6,2.5,1562.5,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.4,1333.33,41.5,13.4,322.89,0.3,1.1,3666.67,0.0,0.0,0.0,10.75,0.17,0.32,301.925,309.25,-7.324999999999989
chhattisgarh,bastar,1996,644.1,670.5,1040.99,2.0,3.3,1650.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.3,1000.0,55.6,20.1,361.51,0.4,1.3,3250.0,0.0,0.0,0.0,10.83,0.18,0.29,289.625,309.25,-19.625
chhattisgarh,bastar,1997,622.8,455.0,730.57,1.4,2.2,1571.43,0.1,0.1,1000.0,0.0,0.0,0.0,0.2,0.1,500.0,39.17,11.6,296.15,0.29,1.0,3448.28,0.0,0.0,0.0,11.08,0.18,0.28,273.05,309.25,-36.19999999999999
chhattisgarh,bastar,1998,627.1,569.8,908.63,2.4,3.8,1583.33,0.3,0.3,1000.0,0.0,0.0,0.0,0.2,0.2,1000.0,52.3,16.7,319.31,0.3,1.2,4000.0,0.1,0.0,0.0,12.1,0.2,0.22,201.27500000000003,309.25,-107.97499999999997
chhattisgarh,bastar,1999,628.47,676.2,1075.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,250.0,0.16,0.16,1000.0,9.1,3.62,397.8,0.37,1.35,3648.65,0.1,0.0,0.0,12.53,0.2,0.3,314.15,309.25,4.899999999999977
chhattisgarh,bastar,2002,623.9,331.38,531.14,2.09,3.76,1799.04,0.06,0.1,1666.67,0.12,0.02,166.67,0.11,0.08,727.27,11.32,2.95,260.6,0.32,0.09,281.25,0.07,0.01,142.86,13.75,0.17,0.32,223.275,309.25,-85.975
chhattisgarh,bastar,2004,635.47,788.65,1241.05,2.17,3.21,1479.26,0.03,0.04,1333.33,0.07,0.01,142.86,0.06,0.07,1166.67,29.42,8.9,302.52,0.31,0.1,322.58,0.0,0.0,0.0,14.56,0.18,0.3,341.575,309.25,32.32499999999999
chhattisgarh,bastar,2005,635.47,788.65,1241.05,2.17,3.21,1479.26,0.03,0.04,1333.33,0.07,0.01,142.86,0.06,0.07,1166.67,29.0,8.39,289.31,0.31,0.1,322.58,0.0,0.0,0.0,15.01,0.17,0.3,256.15,309.25,-53.10000000000002
chhattisgarh,bastar,2006,546.54,836.54,1530.61,1.92,3.2,1666.67,0.05,0.04,800.0,0.07,0.02,285.71,0.06,0.05,833.33,28.87,7.0,242.47,0.96,0.14,145.83,0.0,0.0,0.0,13.87,0.16,0.32,337.4,309.25,28.149999999999977
chhattisgarh,bastar,2007,626.07,927.73,1481.83,1.68,3.31,1970.24,0.04,0.06,1500.0,0.04,0.01,250.0,0.05,0.06,1200.0,11.56,4.9,423.88,1.3,0.21,161.54,0.0,0.0,0.0,14.43,0.18,0.3,267.0,309.25,-42.25
chhattisgarh,bastar,2008,627.78,729.33,1161.76,1.71,2.6,1520.47,0.05,0.07,1400.0,0.05,0.01,200.0,0.03,0.05,1666.67,10.82,3.73,344.73,1.19,0.22,184.87,0.0,0.0,0.0,14.74,0.19,0.21,291.025,309.25,-18.225000000000023
chhattisgarh,bastar,2009,626.66,682.46,1089.04,1.64,2.95,1798.78,0.02,0.03,1500.0,0.03,0.01,333.33,0.02,0.03,1500.0,10.51,4.76,452.9,1.03,0.34,330.1,0.0,0.0,0.0,15.21,0.76,0.17,240.75,309.25,-68.5
chhattisgarh,bastar,2010,621.89,1184.98,1905.45,1.6,3.2,2000.0,0.0,0.0,0.0,0.03,0.02,666.67,0.0,0.0,0.0,24.23,7.35,303.34,1.02,0.12,117.65,0.0,0.0,0.0,17.02,0.28,0.14,328.17499999999995,309.25,18.924999999999955
chhattisgarh,bastar,2011,627.73,772.88,1231.23,1.33,2.49,1872.18,0.01,0.01,1000.0,0.07,0.01,142.86,0.03,0.03,1000.0,22.57,7.5,332.3,0.54,0.34,629.63,0.0,0.0,0.0,0.0,0.23,0.29,245.625,309.25,-63.625
chhattisgarh,bastar,2012,637.8,1341.33,2103.06,1.25,2.47,1976.0,0.02,0.03,1500.0,0.05,0.01,200.0,0.03,0.04,1333.33,21.95,7.1,323.46,0.45,0.16,355.56,0.0,0.0,0.0,17.7,0.2,0.29,337.025,309.25,27.774999999999977
chhattisgarh,bastar,2013,642.79,1265.91,1969.4,0.97,1.75,1804.12,0.03,0.05,1666.67,0.01,0.0,0.0,0.01,0.01,1000.0,20.29,6.67,328.73,0.52,0.14,269.23,0.0,0.0,0.0,18.56,0.21,0.31,278.075,309.25,-31.17500000000001
chhattisgarh,bastar,2014,646.7,1377.04,2129.33,0.81,1.86,2296.3,0.03,0.04,1333.33,0.05,0.01,200.0,0.03,0.03,1000.0,21.21,7.06,332.86,0.61,0.33,540.98,0.0,0.0,0.0,0.0,0.22,0.31,309.42499999999995,309.25,0.17499999999995453
chhattisgarh,bastar,2015,644.56,664.46,1030.87,0.84,1.75,2083.33,0.06,0.09,1500.0,0.04,0.01,250.0,0.01,0.0,555.56,19.05,5.54,290.81,0.34,0.1,298.52,0.0,0.0,0.0,0.0,0.21,0.28,337.55,309.25,28.30000000000001
chhattisgarh,raipur,1969,735.2,671.2,912.95,7.6,3.4,447.37,10.5,6.9,657.14,0.0,0.0,0.0,0.0,0.0,0.0,71.31,11.3,158.46,1.0,3.2,3200.0,0.0,0.0,0.0,13.16,0.01,0.68,221.725,307.25,-85.525
chhattisgarh,raipur,1970,743.0,898.5,1209.29,7.9,4.8,607.59,10.1,7.8,772.28,0.0,0.0,0.0,0.0,0.0,0.0,79.1,17.0,214.92,1.0,3.3,3300.0,0.0,0.0,0.0,12.67,0.03,0.65,409.225,307.25,101.97500000000002
chhattisgarh,raipur,1971,753.2,699.8,929.1,7.9,4.9,620.25,9.6,5.9,614.58,0.0,0.0,0.0,0.0,0.0,0.0,78.4,15.6,198.98,1.0,3.6,3600.0,0.0,0.0,0.0,12.7,0.02,0.67,257.2,307.25,-50.05000000000001
chhattisgarh,raipur,1972,762.1,687.9,902.64,11.4,5.7,500.0,8.3,6.4,771.08,0.0,0.0,0.0,0.0,0.0,0.0,78.4,12.5,159.44,0.9,3.6,4000.0,0.0,0.0,0.0,12.83,0.03,0.63,250.825,307.25,-56.42500000000001
chhattisgarh,raipur,1973,771.8,669.5,867.45,13.3,7.6,571.43,7.8,5.4,692.31,0.0,0.0,0.0,0.0,0.0,0.0,85.1,13.9,163.34,0.5,3.3,6600.0,0.0,0.0,0.0,12.67,0.04,0.63,303.025,307.25,-4.225000000000023
chhattisgarh,raipur,1974,770.1,415.6,539.67,13.5,7.6,562.96,7.9,5.2,658.23,0.0,0.0,0.0,0.0,0.0,0.0,49.1,9.8,199.59,0.8,2.8,3500.0,0.0,0.0,0.0,11.8,0.06,0.55,167.1,307.25,-140.15
chhattisgarh,raipur,1975,774.7,685.2,884.47,27.4,12.2,445.26,8.1,6.8,839.51,0.0,0.0,0.0,0.0,0.0,0.0,88.7,17.3,195.04,1.0,3.5,3500.0,0.0,0.0,0.0,12.06,0.09,0.56,270.875,307.25,-36.375
chhattisgarh,raipur,1976,775.2,578.6,746.39,21.2,8.4,396.23,7.5,3.1,413.33,0.0,0.0,0.0,0.0,0.0,0.0,74.3,5.9,79.41,0.8,3.0,3750.0,0.0,0.0,0.0,11.31,0.09,0.51,275.52500000000003,307.25,-31.724999999999966
