state_name,dist_name,year,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha),wheat_area_(1000_ha),wheat_production_(1000_tons),wheat_yield_(kg_per_ha),groundnut_area_(1000_ha),groundnut_production_(1000_tons),groundnut_yield_(kg_per_ha),sunflower_area_(1000_ha),sunflower_production_(1000_tons),sunflower_yield_(kg_per_ha),soyabean_area_(1000_ha),soyabean_production_(1000_tons),soyabean_yield_(kg_per_ha),oilseeds_area_(1000_ha),oilseeds_production_(1000_tons),oilseeds_yield_(kg_per_ha),sugarcane_area_(1000_ha),sugarcane_production_(1000_tons),sugarcane_yield_(kg_per_ha),cotton_area_(1000_ha),cotton_production_(1000_tons),cotton_yield_(kg_per_ha)
tamil nadu,kanyakumari,2017,9.63,33.03,3431.03,0.0,0.0,0.0,0.01,0.03,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1966,2.0,3.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1967,2.0,3.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1968,1.3,2.0,1538.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1969,1.4,2.0,1428.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1970,1.2,2.1,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1971,1.5,2.3,1533.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1972,1.1,0.8,727.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1973,1.1,2.1,1909.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1974,1.1,1.8,1636.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1975,1.1,1.6,1454.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1976,1.2,1.7,1416.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1977,1.2,2.2,1833.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1978,1.1,2.0,1818.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1979,1.0,1.3,1300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1980,1.0,1.6,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1981,0.9,0.8,888.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1982,0.9,1.5,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1983,0.6,1.0,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1984,0.5,0.7,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1988,0.3,0.5,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1990,0.3,0.6,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1991,0.3,0.5,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,bombay,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1966,150.0,172.0,1146.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.1,9.35,0.1,0.3,3000.0,0.0,0.0,0.0
maharashtra,thane,1967,146.0,252.0,1726.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.1,9.9,0.1,0.4,4000.0,0.0,0.0,0.0
maharashtra,thane,1968,143.2,187.0,1305.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.1,22.22,0.1,0.4,4000.0,0.0,0.0,0.0
maharashtra,thane,1969,140.4,201.4,1434.47,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.2,44.44,0.1,0.5,5000.0,0.0,0.0,0.0
maharashtra,thane,1970,139.2,248.1,1782.33,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.2,48.78,0.0,0.3,0.0,0.0,0.0,0.0
maharashtra,thane,1971,141.9,221.6,1561.66,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.1,24.39,0.1,0.7,7000.0,0.0,0.0,0.0
maharashtra,thane,1972,134.9,100.1,742.03,0.0,0.0,0.0,0.2,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1973,142.2,266.3,1872.71,0.1,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1974,141.5,238.1,1682.69,0.4,0.4,1000.0,0.2,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.3,65.22,0.1,1.0,10000.0,0.0,0.0,0.0
maharashtra,thane,1975,141.3,285.8,2022.65,2.1,2.7,1285.71,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.2,54.05,0.1,1.0,10000.0,0.0,0.0,0.0
maharashtra,thane,1976,149.0,233.7,1568.46,0.4,0.3,750.0,0.2,0.2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.3,73.17,0.1,1.1,11000.0,0.0,0.0,0.0
maharashtra,thane,1977,149.1,326.0,2186.45,0.2,0.5,2500.0,0.3,0.2,666.67,0.0,0.0,0.0,0.0,0.0,0.0,4.9,0.3,61.22,0.1,1.1,11000.0,0.0,0.0,0.0
maharashtra,thane,1978,148.7,265.2,1783.46,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,80.0,0.1,1.1,11000.0,0.0,0.0,0.0
maharashtra,thane,1979,149.2,222.8,1493.3,0.3,0.0,0.0,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.3,58.82,0.1,0.8,8000.0,0.0,0.0,0.0
maharashtra,thane,1980,149.9,292.4,1950.63,0.1,0.0,0.0,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.8,228.57,0.1,1.0,10000.0,0.0,0.0,0.0
maharashtra,thane,1981,150.8,310.7,2060.34,0.1,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.5,217.39,0.1,1.0,10000.0,0.0,0.0,0.0
maharashtra,thane,1982,150.9,268.9,1781.97,0.0,0.0,0.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.6,260.87,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1983,154.4,312.8,2025.91,0.0,0.0,0.0,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.7,304.35,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1984,151.4,270.7,1787.98,0.0,0.0,0.0,0.3,0.3,1000.0,0.1,0.0,0.0,0.0,0.0,0.0,2.3,0.6,260.87,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1985,151.9,255.7,1683.34,0.0,0.0,0.0,0.3,0.3,1000.0,0.6,0.2,333.33,0.0,0.0,0.0,2.5,0.6,240.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1986,151.0,170.0,1125.83,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.2,500.0,0.0,0.0,0.0,5.5,1.4,254.55,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1987,152.0,283.0,1861.84,0.0,0.0,0.0,1.0,1.0,1000.0,0.1,0.0,0.0,0.0,0.0,0.0,7.9,2.7,341.77,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1988,150.2,299.8,1996.01,0.1,0.1,1000.0,0.6,1.0,1666.67,0.1,0.0,0.0,0.0,0.0,0.0,5.3,2.0,377.36,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1989,151.5,283.5,1871.29,0.1,0.1,1000.0,0.5,0.9,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,1.7,326.92,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1990,149.5,288.0,1926.42,0.0,0.0,0.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.8,360.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1991,150.6,268.6,1783.53,0.1,0.1,1000.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,1.7,333.33,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1992,147.3,285.0,1934.83,0.0,0.0,0.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,1.9,351.85,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1993,148.2,303.4,2047.23,0.0,0.0,0.0,0.5,0.8,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,2.3,433.96,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1994,153.2,290.7,1897.52,0.0,0.0,0.0,0.5,1.1,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.6,800.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1995,143.2,310.8,2170.39,0.0,0.0,0.0,0.5,0.9,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,1.5,625.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1996,151.2,393.0,2599.21,0.0,0.0,0.0,0.5,1.2,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.8,857.14,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1997,151.8,357.5,2355.07,0.1,0.1,1000.0,0.3,0.4,1333.33,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.9,431.82,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1998,142.1,272.8,1919.77,0.1,0.1,1000.0,0.3,0.4,1333.33,0.1,0.1,1000.0,0.0,0.0,0.0,4.9,1.8,367.35,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,1999,141.8,302.0,2129.76,0.1,0.08,800.0,0.4,0.7,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.17,493.18,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2000,141.7,175.3,1237.12,0.1,0.1,1000.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,1.4,318.18,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2001,141.0,345.1,2447.52,0.0,0.0,0.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.6,457.14,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2002,140.4,159.8,1138.18,0.1,0.1,1000.0,0.4,0.9,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.9,542.86,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2003,140.9,397.5,2821.15,0.1,0.1,1000.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.71,475.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2004,141.0,335.4,2378.72,0.1,0.1,1000.0,0.4,0.5,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.7,485.71,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2005,139.5,310.6,2226.52,0.2,0.2,1000.0,0.5,0.6,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,1.58,405.13,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2006,140.2,257.4,1835.95,0.2,0.2,1000.0,0.5,0.6,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.49,402.7,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2007,140.6,309.25,2199.5,0.2,0.2,1000.0,0.4,0.51,1275.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,1.41,427.27,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2008,140.6,303.4,2157.89,0.1,0.1,1000.0,0.5,0.8,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.68,466.67,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2009,138.6,290.76,2097.84,0.1,0.08,800.0,0.4,0.7,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,3.62,1.53,422.65,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2010,138.3,280.58,2028.78,0.1,0.15,1500.0,0.5,0.66,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,1.38,383.33,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2011,140.4,343.98,2450.0,0.1,0.1,1000.0,0.1,0.14,1400.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,1.53,413.51,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2012,139.6,362.94,2599.86,0.0,0.0,0.0,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85,1.13,396.49,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2013,139.6,334.0,2392.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,1.4,482.76,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2014,132.8,328.7,2475.15,0.0,0.0,0.0,0.2,0.2,1000.0,1.2,0.8,666.67,0.0,0.0,0.0,2.9,1.2,413.79,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2015,133.9,306.5,2289.02,0.04,0.04,1000.0,0.17,0.3,1764.71,0.7,0.2,285.71,0.0,0.0,0.0,2.8,0.9,321.43,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2016,132.7,375.3,2828.18,0.04,0.1,2833.33,0.2,0.2,1000.0,0.34,0.21,608.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,thane,2017,132.68,246.3,1856.37,0.02,0.02,1419.35,0.08,0.1,1320.51,0.07,0.04,514.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1966,135.0,160.0,1185.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.3,52.63,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1967,136.0,242.0,1779.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.3,51.72,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1968,136.7,187.0,1367.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.3,125.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1969,135.8,179.8,1324.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.5,227.27,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1970,135.6,245.8,1812.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,150.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1971,136.7,195.0,1426.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.2,95.24,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1972,136.7,163.0,1192.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,111.11,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1973,138.4,203.7,1471.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,176.47,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1974,140.1,214.2,1528.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,176.47,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1975,141.0,235.8,1672.34,0.4,0.6,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,176.47,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1976,141.7,215.2,1518.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,111.11,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1977,141.8,290.8,2050.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,166.67,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1978,142.0,268.1,1888.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,210.53,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1979,147.3,238.3,1617.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.4,210.53,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1980,149.2,274.1,1837.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,200.0,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1981,149.4,284.8,1906.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.5,263.16,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1982,151.7,283.1,1866.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.2,111.11,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1983,151.8,272.4,1794.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.3,166.67,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1984,151.1,323.3,2139.64,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,176.47,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1985,151.6,262.2,1729.55,0.0,0.0,0.0,0.2,0.2,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.3,176.47,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1986,151.0,259.0,1715.23,0.0,0.0,0.0,0.3,0.5,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.9,281.25,0.0,0.0,0.0,0.0,0.0,0.0
maharashtra,raigad,1987,150.0,308.0,2053.33,0.0,0.0,0.0,0.3,0.3,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.1,314.29,0.0,0.0,0.0,0.0,0.0,0.0
