state_name,dist_name,year,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha),wheat_area_(1000_ha),wheat_production_(1000_tons),wheat_yield_(kg_per_ha),groundnut_area_(1000_ha),groundnut_production_(1000_tons),groundnut_yield_(kg_per_ha),sunflower_area_(1000_ha),sunflower_production_(1000_tons),sunflower_yield_(kg_per_ha),soyabean_area_(1000_ha),soyabean_production_(1000_tons),soyabean_yield_(kg_per_ha),oilseeds_area_(1000_ha),oilseeds_production_(1000_tons),oilseeds_yield_(kg_per_ha),sugarcane_area_(1000_ha),sugarcane_production_(1000_tons),sugarcane_yield_(kg_per_ha),cotton_area_(1000_ha),cotton_production_(1000_tons),cotton_yield_(kg_per_ha)
chhattisgarh,durg,1966,548.0,185.0,337.59,44.0,20.0,454.55,0.2,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.9,1.6,1777.78,0.0,0.0,0.0
chhattisgarh,durg,1967,547.0,409.0,747.71,50.0,26.0,520.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,113.55,0.0,0.0,0.8,1.2,1500.0,0.0,0.0,0.0
chhattisgarh,durg,1968,556.3,468.0,841.27,53.7,30.0,558.66,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.62,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0
chhattisgarh,durg,1969,563.4,400.8,711.4,49.4,26.5,536.44,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,114.14,14.9,130.54,1.0,1.9,1900.0,0.0,0.0,0.0
chhattisgarh,durg,1970,571.6,473.6,828.55,44.2,29.0,656.11,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,24.3,192.25,0.7,1.4,2000.0,0.0,0.0,0.0
chhattisgarh,durg,1971,581.8,412.9,709.69,44.4,25.8,581.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.2,20.2,162.64,0.5,1.0,2000.0,0.0,0.0,0.0
chhattisgarh,durg,1972,582.2,381.0,654.41,39.6,20.6,520.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.8,25.4,205.17,0.5,1.0,2000.0,0.0,0.0,0.0
chhattisgarh,durg,1973,600.0,471.9,786.5,37.3,18.6,498.66,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.2,30.3,232.72,0.2,1.2,6000.0,0.0,0.0,0.0
chhattisgarh,durg,1974,587.4,219.0,372.83,36.5,22.4,613.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,23.9,246.9,0.8,1.5,1875.0,0.0,0.0,0.0
chhattisgarh,durg,1975,598.3,454.0,758.82,49.2,27.8,565.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5,30.8,234.22,0.8,1.4,1750.0,0.0,0.0,0.0
chhattisgarh,durg,1976,593.6,327.1,551.04,46.9,10.0,213.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.7,7.1,67.17,0.6,0.8,1333.33,0.0,0.0,0.0
chhattisgarh,durg,1977,600.7,572.4,952.89,53.1,27.1,510.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.6,24.5,190.51,0.1,0.3,3000.0,0.0,0.0,0.0
chhattisgarh,durg,1978,612.5,362.2,591.35,48.7,25.6,525.67,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6,17.5,120.19,0.1,0.2,2000.0,0.0,0.0,0.0
chhattisgarh,durg,1979,616.8,330.6,535.99,44.6,17.8,399.1,0.1,0.2,2000.0,0.0,0.0,0.0,0.1,0.0,0.0,102.8,5.4,52.53,0.1,0.1,1000.0,0.0,0.0,0.0
chhattisgarh,durg,1980,634.9,515.6,812.1,44.1,33.6,761.9,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,113.4,19.8,174.6,0.1,0.1,1000.0,0.0,0.0,0.0
chhattisgarh,durg,1981,630.0,506.9,804.6,41.5,23.6,568.67,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,117.1,15.8,134.93,0.1,0.1,1000.0,0.0,0.0,0.0
chhattisgarh,durg,1982,627.9,513.3,817.49,41.1,23.9,581.51,0.1,0.1,1000.0,0.0,0.0,0.0,1.2,0.7,583.33,117.9,15.9,134.86,0.1,0.2,2000.0,0.0,0.0,0.0
chhattisgarh,durg,1983,626.7,711.0,1134.51,39.9,20.6,516.29,0.1,0.1,1000.0,0.0,0.0,0.0,2.2,1.2,545.45,119.8,22.4,186.98,0.2,0.3,1500.0,0.0,0.0,0.0
chhattisgarh,durg,1984,632.2,563.8,891.81,40.5,19.9,491.36,0.2,0.2,1000.0,0.0,0.0,0.0,2.1,1.3,619.05,120.3,18.1,150.46,0.3,0.5,1666.67,0.0,0.0,0.0
chhattisgarh,durg,1985,630.8,699.8,1109.38,39.4,21.0,532.99,0.3,0.3,1000.0,0.0,0.0,0.0,1.1,0.7,636.36,120.3,19.0,157.94,0.3,0.3,1000.0,0.0,0.0,0.0
chhattisgarh,durg,1986,643.0,525.0,816.49,37.0,24.0,648.65,1.0,1.0,1000.0,0.0,0.0,0.0,0.8,0.4,500.0,97.8,18.6,190.18,0.4,0.5,1250.0,0.0,0.0,0.0
chhattisgarh,durg,1987,648.0,523.0,807.1,43.0,23.0,534.88,1.0,1.0,1000.0,0.0,0.0,0.0,0.5,0.3,600.0,93.2,22.4,240.34,0.1,0.3,3000.0,0.0,0.0,0.0
chhattisgarh,durg,1988,652.7,549.7,842.19,43.7,20.2,462.24,1.3,1.3,1000.0,0.0,0.0,0.0,0.7,0.6,857.14,86.1,15.0,174.22,0.2,0.5,2500.0,0.0,0.0,0.0
chhattisgarh,durg,1989,660.2,457.3,692.67,43.8,22.7,518.26,3.3,2.8,848.48,0.0,0.0,0.0,0.7,0.5,714.29,74.4,17.0,228.49,0.4,0.7,1750.0,0.0,0.0,0.0
chhattisgarh,durg,1990,682.9,806.8,1181.43,36.2,24.8,685.08,3.4,2.9,852.94,0.09,0.0,0.0,2.03,1.58,778.33,84.0,19.6,233.33,0.07,0.1,1428.57,0.0,0.0,0.0
chhattisgarh,durg,1991,680.8,773.6,1136.31,34.8,21.6,620.69,2.6,2.7,1038.46,0.12,0.03,250.0,4.82,3.17,657.68,86.4,26.0,300.93,0.46,0.9,1956.52,0.0,0.0,0.0
chhattisgarh,durg,1992,688.0,777.3,1129.8,56.1,20.5,365.42,1.6,2.3,1437.5,0.09,0.02,222.22,9.52,6.72,705.88,90.8,28.2,310.57,0.35,0.6,1714.29,0.02,0.0,0.0
chhattisgarh,durg,1993,703.6,876.7,1246.02,33.8,23.8,704.14,2.5,2.6,1040.0,0.23,0.07,304.35,28.88,25.64,887.81,124.2,48.4,389.69,0.45,0.8,1777.78,0.03,0.0,0.0
chhattisgarh,durg,1994,726.8,967.9,1331.73,36.5,29.4,805.48,1.2,1.2,1000.0,0.25,0.08,320.0,16.9,13.4,792.9,117.0,40.0,341.88,0.4,0.7,1750.0,0.0,0.0,0.0
chhattisgarh,durg,1995,723.3,1052.0,1454.44,37.1,26.5,714.29,0.9,1.0,1111.11,0.3,0.1,333.33,24.4,21.1,864.75,121.9,40.0,328.14,0.5,0.8,1600.0,0.0,0.0,0.0
chhattisgarh,durg,1996,710.9,917.2,1290.2,36.2,29.1,803.87,0.8,0.8,1000.0,0.3,0.1,333.33,45.0,31.0,688.89,136.3,57.6,422.6,0.6,1.1,1833.33,0.0,0.0,0.0
chhattisgarh,durg,1997,735.7,837.5,1138.37,35.6,18.3,514.04,1.4,1.4,1000.0,0.4,0.1,250.0,61.6,48.9,793.83,149.44,62.4,417.56,0.48,0.9,1875.0,0.0,0.0,0.0
chhattisgarh,durg,1998,786.51,684.62,870.45,39.96,24.84,621.62,1.38,1.38,1000.0,0.0,0.0,0.0,56.07,26.09,465.2,151.86,47.57,313.25,1.17,2.27,1939.21,0.0,0.0,0.0
chhattisgarh,durg,1999,769.79,963.04,1251.04,0.0,0.0,0.0,1.38,1.38,1000.0,0.9,0.64,710.18,14.56,10.24,703.61,108.14,35.93,332.25,1.03,3.43,3340.34,0.0,0.0,0.0
chhattisgarh,durg,2000,748.76,467.89,624.89,29.9,17.59,588.19,1.29,1.15,894.94,0.38,0.26,684.21,10.36,5.7,549.69,61.92,17.34,280.03,0.93,0.17,178.83,0.0,0.0,0.0
chhattisgarh,durg,2001,756.26,978.69,1294.13,34.33,24.11,702.43,1.2,1.71,1423.7,0.72,0.51,708.33,8.25,6.01,728.76,68.51,22.84,333.41,1.14,0.21,188.49,0.01,0.0,0.0
chhattisgarh,durg,2002,753.41,484.9,643.6,33.25,25.09,754.44,1.25,1.67,1338.07,0.76,0.53,696.21,12.88,6.91,536.3,61.3,22.07,359.97,1.42,0.29,206.84,0.02,0.01,500.0
chhattisgarh,durg,2003,766.58,1145.82,1494.73,37.99,29.58,778.78,0.96,1.33,1384.66,1.38,0.92,665.96,17.76,15.27,859.5,61.47,22.11,359.67,1.99,0.41,207.38,0.07,0.05,714.29
chhattisgarh,durg,2004,775.99,984.31,1268.46,36.43,23.19,636.48,0.7,1.08,1526.54,1.4,0.97,692.22,27.4,25.72,938.76,67.23,31.95,475.24,3.14,0.65,206.84,0.41,0.21,512.2
chhattisgarh,durg,2005,775.99,984.31,1268.46,36.43,23.19,636.48,0.7,1.08,1526.54,1.4,0.97,692.22,27.4,25.72,938.76,73.67,38.16,517.97,3.14,0.65,206.84,0.0,0.0,0.0
chhattisgarh,durg,2006,781.7,1177.1,1505.81,36.81,26.62,723.16,0.71,1.04,1465.31,1.99,1.25,628.38,40.33,35.86,889.29,88.02,49.86,566.49,6.83,0.72,105.93,0.19,0.05,263.16
chhattisgarh,durg,2007,799.89,1095.84,1369.98,37.32,34.38,921.03,0.56,0.87,1551.07,0.92,0.74,797.55,61.86,71.13,1149.7,96.56,82.96,859.2,9.84,1.21,123.15,0.04,0.01,250.0
chhattisgarh,durg,2008,803.37,704.09,876.42,36.46,31.19,855.47,0.46,0.72,1567.28,0.31,0.22,690.96,70.14,66.01,941.19,94.77,73.18,772.2,7.54,0.84,111.7,0.01,0.01,1000.0
chhattisgarh,durg,2009,789.04,622.05,788.37,42.44,38.12,898.09,0.56,1.02,1814.16,0.45,0.3,654.12,72.21,64.92,898.97,94.84,72.74,767.05,7.13,1.65,231.58,0.01,0.0,0.0
chhattisgarh,durg,2010,777.92,1319.18,1695.77,46.12,45.87,994.69,0.51,0.96,1861.6,0.4,0.29,725.0,91.77,105.41,1148.66,114.35,112.83,986.66,4.42,1.13,256.96,0.0,0.0,0.0
chhattisgarh,durg,2011,806.55,1416.48,1756.23,44.98,50.19,1115.68,0.54,0.84,1561.11,0.18,0.15,833.33,87.07,69.83,802.03,106.25,78.18,735.8,4.07,2.06,506.02,0.08,0.02,250.0
chhattisgarh,durg,2012,807.07,1534.22,1900.97,43.87,47.69,1087.1,0.48,0.72,1502.72,0.19,0.14,736.84,85.05,101.62,1194.76,104.27,109.66,1051.69,4.97,1.26,252.98,0.13,0.02,153.85
chhattisgarh,durg,2013,819.44,1296.24,1581.86,41.54,43.33,1043.06,0.49,0.9,1817.44,0.24,0.11,458.33,92.28,92.65,1003.99,108.22,99.31,917.64,3.94,0.93,237.45,0.05,0.01,200.0
chhattisgarh,durg,2014,834.87,1444.24,1729.89,44.25,50.96,1151.49,0.43,0.7,1627.06,0.2,0.1,500.0,85.84,39.93,465.22,99.93,46.2,462.3,5.75,3.46,602.17,0.05,0.02,400.0
chhattisgarh,durg,2015,817.68,880.6,1076.95,48.72,54.6,1120.74,0.44,0.75,1687.82,0.05,0.04,800.0,98.2,49.1,500.02,113.88,37.19,326.61,11.23,2.57,228.49,0.05,0.01,200.0
chhattisgarh,durg,2016,858.91,1791.66,2085.96,48.94,61.84,1263.55,0.35,0.7,2020.21,0.02,0.0,0.0,81.71,60.69,742.71,0.0,0.0,0.0,18.52,7.21,389.38,0.06,0.02,317.81
chhattisgarh,durg,2017,841.13,983.21,1168.92,43.5,50.19,1153.77,0.45,0.77,1722.94,0.01,0.0,0.0,77.4,25.02,323.3,0.0,0.0,0.0,19.85,3.59,181.06,0.45,0.13,297.85
chhattisgarh,bastar,1966,406.0,261.0,642.86,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98,0.0,0.0,0.7,2.4,3428.57,0.0,0.0,0.0
chhattisgarh,bastar,1967,414.0,319.0,770.53,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69,0.0,0.0,0.9,2.8,3111.11,0.0,0.0,0.0
chhattisgarh,bastar,1968,423.2,294.0,694.71,2.3,1.0,434.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,0.0,0.0,1.2,3.7,3083.33,0.0,0.0,0.0
chhattisgarh,bastar,1969,429.1,329.0,766.72,2.3,1.5,652.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09,10.3,270.41,1.2,4.1,3416.67,0.0,0.0,0.0
chhattisgarh,bastar,1970,437.7,316.8,723.78,2.4,1.9,791.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,9.7,240.69,1.1,3.8,3454.55,0.0,0.0,0.0
chhattisgarh,bastar,1971,445.6,366.6,822.71,2.5,1.5,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,12.6,296.47,1.2,3.8,3166.67,0.0,0.0,0.0
chhattisgarh,bastar,1972,443.1,285.8,645.0,2.7,1.7,629.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,14.1,327.15,1.1,3.7,3363.64,0.0,0.0,0.0
chhattisgarh,bastar,1973,450.5,364.3,808.66,2.6,1.9,730.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,16.8,341.46,1.2,4.0,3333.33,0.0,0.0,0.0
chhattisgarh,bastar,1974,451.6,302.9,670.73,2.4,2.0,833.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,15.9,316.73,1.2,3.7,3083.33,0.0,0.0,0.0
chhattisgarh,bastar,1975,458.3,407.9,890.03,3.7,2.9,783.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,17.8,333.96,1.1,3.7,3363.64,0.0,0.0,0.0
chhattisgarh,bastar,1976,459.6,296.1,644.26,3.3,2.2,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,5.2,139.41,0.9,2.9,3222.22,0.0,0.0,0.0
chhattisgarh,bastar,1977,473.4,430.4,909.17,3.3,2.6,787.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,10.6,239.82,0.8,2.5,3125.0,0.0,0.0,0.0
chhattisgarh,bastar,1978,490.4,402.2,820.15,3.0,2.8,933.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,11.8,263.39,0.8,2.8,3500.0,0.0,0.0,0.0
chhattisgarh,bastar,1979,497.5,309.2,621.51,3.0,2.4,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,8.8,213.08,0.7,1.7,2428.57,0.0,0.0,0.0
chhattisgarh,bastar,1980,519.4,391.8,754.33,2.9,3.1,1068.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,9.8,261.33,0.5,1.7,3400.0,0.0,0.0,0.0
chhattisgarh,bastar,1981,523.5,389.3,743.65,3.0,3.3,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,11.0,284.97,0.6,2.1,3500.0,0.0,0.0,0.0
chhattisgarh,bastar,1982,527.7,372.4,705.7,3.2,3.9,1218.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,41.7,11.7,280.58,0.6,2.1,3500.0,0.0,0.0,0.0
chhattisgarh,bastar,1983,538.0,408.0,758.36,2.9,2.7,931.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,666.67,43.5,13.5,310.34,0.8,2.8,3500.0,0.0,0.0,0.0
chhattisgarh,bastar,1984,533.4,395.6,741.66,2.8,3.0,1071.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,43.7,12.5,286.04,0.8,2.6,3250.0,0.0,0.0,0.0
chhattisgarh,bastar,1985,555.4,834.3,1502.16,2.6,2.6,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,45.4,12.3,270.93,0.2,0.6,3000.0,0.0,0.0,0.0
chhattisgarh,bastar,1986,556.0,403.0,724.82,3.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,44.1,11.1,251.7,0.4,1.4,3500.0,0.0,0.0,0.0
chhattisgarh,bastar,1987,555.0,382.0,688.29,3.0,2.0,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,45.0,14.5,322.22,0.1,0.4,4000.0,0.0,0.0,0.0
chhattisgarh,bastar,1988,572.8,553.2,965.78,2.8,3.0,1071.43,0.1,0.1,1000.0,0.0,0.0,0.0,0.2,0.1,500.0,44.9,14.8,329.62,0.2,0.6,3000.0,0.0,0.0,0.0
chhattisgarh,bastar,1989,571.7,544.7,952.77,2.6,2.7,1038.46,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1000.0,44.2,14.0,316.74,0.2,0.7,3500.0,0.0,0.0,0.0
chhattisgarh,bastar,1990,579.0,561.9,970.47,2.0,2.4,1200.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,800.0,43.7,15.0,343.25,0.3,1.1,3666.67,0.0,0.0,0.0
chhattisgarh,bastar,1991,582.3,624.3,1072.13,2.2,3.0,1363.64,0.0,0.0,0.0,0.04,0.01,250.0,0.02,0.02,1000.0,43.6,16.1,369.27,0.17,0.5,2941.18,0.0,0.0,0.0
chhattisgarh,bastar,1992,584.4,533.3,912.56,1.6,2.0,1250.0,0.0,0.0,0.0,0.11,0.02,181.82,0.94,0.87,925.53,40.6,11.7,288.18,0.37,1.3,3513.51,0.0,0.0,0.0
chhattisgarh,bastar,1993,605.3,603.7,997.36,1.8,2.6,1444.44,0.1,0.1,1000.0,0.07,0.02,285.71,0.69,0.73,1057.97,42.2,12.6,298.58,0.24,0.9,3750.0,0.0,0.0,0.0
chhattisgarh,bastar,1994,609.9,604.0,990.33,1.6,2.4,1500.0,0.1,0.1,1000.0,0.05,0.01,200.0,0.4,0.4,1000.0,41.8,13.1,313.4,0.3,0.9,3000.0,0.0,0.0,0.0
chhattisgarh,bastar,1995,619.0,589.1,951.7,1.6,2.5,1562.5,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.4,1333.33,41.5,13.4,322.89,0.3,1.1,3666.67,0.0,0.0,0.0
chhattisgarh,bastar,1996,644.1,670.5,1040.99,2.0,3.3,1650.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.3,1000.0,55.6,20.1,361.51,0.4,1.3,3250.0,0.0,0.0,0.0
chhattisgarh,bastar,1997,622.8,455.0,730.57,1.4,2.2,1571.43,0.1,0.1,1000.0,0.0,0.0,0.0,0.2,0.1,500.0,39.17,11.6,296.15,0.29,1.0,3448.28,0.0,0.0,0.0
chhattisgarh,bastar,1998,627.1,569.8,908.63,2.4,3.8,1583.33,0.3,0.3,1000.0,0.0,0.0,0.0,0.2,0.2,1000.0,52.3,16.7,319.31,0.3,1.2,4000.0,0.1,0.0,0.0
chhattisgarh,bastar,1999,628.47,676.2,1075.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,250.0,0.16,0.16,1000.0,9.1,3.62,397.8,0.37,1.35,3648.65,0.1,0.0,0.0
chhattisgarh,bastar,2000,628.03,523.9,834.2,1.7,2.75,1617.65,0.08,0.07,875.0,0.05,0.01,200.0,0.15,0.12,800.0,15.17,4.48,295.32,0.44,0.13,295.45,0.06,0.01,166.67
chhattisgarh,bastar,2001,633.99,922.15,1454.52,2.5,3.88,1552.0,0.05,0.06,1200.0,0.2,0.06,300.0,0.11,0.11,1000.0,15.21,5.45,358.32,0.33,0.11,333.33,0.09,0.02,222.22
chhattisgarh,bastar,2002,623.9,331.38,531.14,2.09,3.76,1799.04,0.06,0.1,1666.67,0.12,0.02,166.67,0.11,0.08,727.27,11.32,2.95,260.6,0.32,0.09,281.25,0.07,0.01,142.86
chhattisgarh,bastar,2003,632.58,1042.75,1648.41,2.42,3.83,1582.64,0.06,0.04,666.67,0.07,0.01,142.86,0.07,0.08,1142.86,27.13,5.68,209.36,0.44,0.14,318.18,0.01,0.0,0.0
chhattisgarh,bastar,2004,635.47,788.65,1241.05,2.17,3.21,1479.26,0.03,0.04,1333.33,0.07,0.01,142.86,0.06,0.07,1166.67,29.42,8.9,302.52,0.31,0.1,322.58,0.0,0.0,0.0
chhattisgarh,bastar,2005,635.47,788.65,1241.05,2.17,3.21,1479.26,0.03,0.04,1333.33,0.07,0.01,142.86,0.06,0.07,1166.67,29.0,8.39,289.31,0.31,0.1,322.58,0.0,0.0,0.0
chhattisgarh,bastar,2006,546.54,836.54,1530.61,1.92,3.2,1666.67,0.05,0.04,800.0,0.07,0.02,285.71,0.06,0.05,833.33,28.87,7.0,242.47,0.96,0.14,145.83,0.0,0.0,0.0
chhattisgarh,bastar,2007,626.07,927.73,1481.83,1.68,3.31,1970.24,0.04,0.06,1500.0,0.04,0.01,250.0,0.05,0.06,1200.0,11.56,4.9,423.88,1.3,0.21,161.54,0.0,0.0,0.0
chhattisgarh,bastar,2008,627.78,729.33,1161.76,1.71,2.6,1520.47,0.05,0.07,1400.0,0.05,0.01,200.0,0.03,0.05,1666.67,10.82,3.73,344.73,1.19,0.22,184.87,0.0,0.0,0.0
chhattisgarh,bastar,2009,626.66,682.46,1089.04,1.64,2.95,1798.78,0.02,0.03,1500.0,0.03,0.01,333.33,0.02,0.03,1500.0,10.51,4.76,452.9,1.03,0.34,330.1,0.0,0.0,0.0
chhattisgarh,bastar,2010,621.89,1184.98,1905.45,1.6,3.2,2000.0,0.0,0.0,0.0,0.03,0.02,666.67,0.0,0.0,0.0,24.23,7.35,303.34,1.02,0.12,117.65,0.0,0.0,0.0
chhattisgarh,bastar,2011,627.73,772.88,1231.23,1.33,2.49,1872.18,0.01,0.01,1000.0,0.07,0.01,142.86,0.03,0.03,1000.0,22.57,7.5,332.3,0.54,0.34,629.63,0.0,0.0,0.0
chhattisgarh,bastar,2012,637.8,1341.33,2103.06,1.25,2.47,1976.0,0.02,0.03,1500.0,0.05,0.01,200.0,0.03,0.04,1333.33,21.95,7.1,323.46,0.45,0.16,355.56,0.0,0.0,0.0
chhattisgarh,bastar,2013,642.79,1265.91,1969.4,0.97,1.75,1804.12,0.03,0.05,1666.67,0.01,0.0,0.0,0.01,0.01,1000.0,20.29,6.67,328.73,0.52,0.14,269.23,0.0,0.0,0.0
chhattisgarh,bastar,2014,646.7,1377.04,2129.33,0.81,1.86,2296.3,0.03,0.04,1333.33,0.05,0.01,200.0,0.03,0.03,1000.0,21.21,7.06,332.86,0.61,0.33,540.98,0.0,0.0,0.0
chhattisgarh,bastar,2015,644.56,664.46,1030.87,0.84,1.75,2083.33,0.06,0.09,1500.0,0.04,0.01,250.0,0.01,0.0,555.56,19.05,5.54,290.81,0.34,0.1,298.52,0.0,0.0,0.0
chhattisgarh,bastar,2016,656.26,1294.97,1973.24,0.67,1.53,2265.58,0.07,0.12,1811.59,0.04,0.0,45.45,0.01,0.01,1000.0,0.0,0.0,0.0,0.9,0.2,218.24,0.0,0.0,0.0
chhattisgarh,bastar,2017,660.36,801.82,1214.23,1.24,2.22,1783.13,0.06,0.08,1410.71,0.08,0.0,48.19,0.02,0.01,380.95,0.0,0.0,0.0,0.72,0.11,152.5,0.0,0.0,0.0
chhattisgarh,raipur,1966,717.0,469.0,654.11,6.0,2.0,333.33,11.0,5.0,454.55,0.0,0.0,0.0,0.0,0.0,0.0,39.95,0.0,0.0,0.9,2.7,3000.0,0.0,0.0,0.0
chhattisgarh,raipur,1967,726.0,625.0,860.88,9.0,4.0,444.44,11.4,9.8,859.65,0.0,0.0,0.0,0.0,0.0,0.0,71.61,0.0,0.0,1.0,3.3,3300.0,0.0,0.0,0.0
chhattisgarh,raipur,1968,731.5,630.0,861.24,9.5,4.0,421.05,11.5,6.0,521.74,0.0,0.0,0.0,0.0,0.0,0.0,82.73,0.0,0.0,1.2,4.0,3333.33,0.0,0.0,0.0
chhattisgarh,raipur,1969,735.2,671.2,912.95,7.6,3.4,447.37,10.5,6.9,657.14,0.0,0.0,0.0,0.0,0.0,0.0,71.31,11.3,158.46,1.0,3.2,3200.0,0.0,0.0,0.0
chhattisgarh,raipur,1970,743.0,898.5,1209.29,7.9,4.8,607.59,10.1,7.8,772.28,0.0,0.0,0.0,0.0,0.0,0.0,79.1,17.0,214.92,1.0,3.3,3300.0,0.0,0.0,0.0
chhattisgarh,raipur,1971,753.2,699.8,929.1,7.9,4.9,620.25,9.6,5.9,614.58,0.0,0.0,0.0,0.0,0.0,0.0,78.4,15.6,198.98,1.0,3.6,3600.0,0.0,0.0,0.0
chhattisgarh,raipur,1972,762.1,687.9,902.64,11.4,5.7,500.0,8.3,6.4,771.08,0.0,0.0,0.0,0.0,0.0,0.0,78.4,12.5,159.44,0.9,3.6,4000.0,0.0,0.0,0.0
chhattisgarh,raipur,1973,771.8,669.5,867.45,13.3,7.6,571.43,7.8,5.4,692.31,0.0,0.0,0.0,0.0,0.0,0.0,85.1,13.9,163.34,0.5,3.3,6600.0,0.0,0.0,0.0
chhattisgarh,raipur,1974,770.1,415.6,539.67,13.5,7.6,562.96,7.9,5.2,658.23,0.0,0.0,0.0,0.0,0.0,0.0,49.1,9.8,199.59,0.8,2.8,3500.0,0.0,0.0,0.0
chhattisgarh,raipur,1975,774.7,685.2,884.47,27.4,12.2,445.26,8.1,6.8,839.51,0.0,0.0,0.0,0.0,0.0,0.0,88.7,17.3,195.04,1.0,3.5,3500.0,0.0,0.0,0.0
chhattisgarh,raipur,1976,775.2,578.6,746.39,21.2,8.4,396.23,7.5,3.1,413.33,0.0,0.0,0.0,0.0,0.0,0.0,74.3,5.9,79.41,0.8,3.0,3750.0,0.0,0.0,0.0
chhattisgarh,raipur,1977,782.5,904.0,1155.27,27.6,17.9,648.55,6.9,4.9,710.14,0.0,0.0,0.0,0.0,0.0,0.0,86.2,13.8,160.09,0.8,3.1,3875.0,0.0,0.0,0.0
chhattisgarh,raipur,1978,792.7,686.0,865.4,20.0,20.5,1025.0,7.0,5.4,771.43,0.0,0.0,0.0,0.0,0.0,0.0,86.7,11.0,126.87,0.6,2.3,3833.33,0.0,0.0,0.0
chhattisgarh,raipur,1979,795.0,420.2,528.55,14.0,10.0,714.29,5.5,8.4,1527.27,0.0,0.0,0.0,0.0,0.0,0.0,50.4,4.8,95.24,0.7,2.0,2857.14,0.0,0.0,0.0
chhattisgarh,raipur,1980,812.4,724.7,892.05,16.7,19.2,1149.7,5.1,8.2,1607.84,0.0,0.0,0.0,0.0,0.0,0.0,56.9,8.7,152.9,0.4,1.7,4250.0,0.0,0.0,0.0
chhattisgarh,raipur,1981,799.6,791.5,989.87,17.1,17.2,1005.85,5.2,8.0,1538.46,0.0,0.0,0.0,0.0,0.0,0.0,63.3,10.0,157.98,0.4,1.4,3500.0,0.0,0.0,0.0
