state_name,dist_name,year,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha),wheat_area_(1000_ha),wheat_production_(1000_tons),wheat_yield_(kg_per_ha),groundnut_area_(1000_ha),groundnut_production_(1000_tons),groundnut_yield_(kg_per_ha),sunflower_area_(1000_ha),sunflower_production_(1000_tons),sunflower_yield_(kg_per_ha),soyabean_area_(1000_ha),soyabean_production_(1000_tons),soyabean_yield_(kg_per_ha),oilseeds_area_(1000_ha),oilseeds_production_(1000_tons),oilseeds_yield_(kg_per_ha),sugarcane_area_(1000_ha),sugarcane_production_(1000_tons),sugarcane_yield_(kg_per_ha),cotton_area_(1000_ha),cotton_production_(1000_tons),cotton_yield_(kg_per_ha),dist_code,state_code,january_rainfall_millimeters,february_rainfall_millimeters,march_rainfall_millimeters,april_rainfall_millimeters,may_rainfall_millimeters,june_rainfall_millimeters,july_rainfall_millimeters,august_rainfall_millimeters,september_rainfall_millimeters,october_rainfall_millimeters,november_rainfall_millimeters,december_rainfall_millimeters,annual_rainfall_millimeters,monsoon_rainfall
chhattisgarh,durg,1966,548.0,185.0,337.59,44.0,20.0,454.55,0.2,0.1,500.0,0.0,0.0,0.0,0.0,0.0,0.0,50.7,0.0,0.0,0.9,1.6,1777.78,0.0,0.0,0.0,1,14,1.4,0.0,0.0,8.9,38.6,169.5,249.5,182.6,112.6,4.8,0.9,1.0,769.8,719.0
chhattisgarh,durg,1967,547.0,409.0,747.71,50.0,26.0,520.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,113.55,0.0,0.0,0.8,1.2,1500.0,0.0,0.0,0.0,1,14,0.1,0.0,73.4,0.6,0.0,237.5,342.9,428.8,142.8,3.3,0.0,34.2,1263.5,1155.3
chhattisgarh,durg,1968,556.3,468.0,841.27,53.7,30.0,558.66,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.62,0.0,0.0,1.0,1.0,1000.0,0.0,0.0,0.0,1,14,27.8,11.3,13.5,17.6,1.4,229.1,410.4,156.4,256.6,39.3,0.0,9.1,1172.3,1091.8
chhattisgarh,durg,1969,563.4,400.8,711.4,49.4,26.5,536.44,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,114.14,14.9,130.54,1.0,1.9,1900.0,0.0,0.0,0.0,1,14,0.6,0.0,0.0,15.3,16.5,98.3,375.8,239.1,180.9,2.5,0.0,0.0,929.0,896.6
chhattisgarh,durg,1970,571.6,473.6,828.55,44.2,29.0,656.11,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,126.4,24.3,192.25,0.7,1.4,2000.0,0.0,0.0,0.0,1,14,8.3,7.9,32.9,0.2,2.3,317.2,535.9,410.9,139.0,29.7,0.0,0.0,1484.3,1432.7
chhattisgarh,durg,1971,581.8,412.9,709.69,44.4,25.8,581.08,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.2,20.2,162.64,0.5,1.0,2000.0,0.0,0.0,0.0,1,14,17.0,12.3,16.7,22.4,15.9,436.0,309.6,366.4,78.3,112.7,0.0,0.0,1387.3,1303.0
chhattisgarh,durg,1972,582.2,381.0,654.41,39.6,20.6,520.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.8,25.4,205.17,0.5,1.0,2000.0,0.0,0.0,0.0,1,14,0.0,0.2,3.9,2.8,1.0,144.9,193.1,371.6,226.6,29.7,72.2,0.9,1046.9,965.9000000000001
chhattisgarh,durg,1973,600.0,471.9,786.5,37.3,18.6,498.66,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.2,30.3,232.72,0.2,1.2,6000.0,0.0,0.0,0.0,1,14,0.8,1.2,0.2,0.4,0.2,96.7,595.2,335.8,232.5,220.0,0.0,0.0,1483.0,1480.2
chhattisgarh,durg,1974,587.4,219.0,372.83,36.5,22.4,613.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,23.9,246.9,0.8,1.5,1875.0,0.0,0.0,0.0,1,14,0.0,0.6,0.0,0.0,0.0,76.6,149.1,253.6,74.0,30.6,0.4,0.0,584.9,583.9
chhattisgarh,durg,1975,598.3,454.0,758.82,49.2,27.8,565.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.5,30.8,234.22,0.8,1.4,1750.0,0.0,0.0,0.0,1,14,0.0,0.2,3.9,0.0,0.0,190.3,387.5,320.4,188.1,172.0,0.0,0.0,1262.5,1258.3
chhattisgarh,durg,1976,593.6,327.1,551.04,46.9,10.0,213.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.7,7.1,67.17,0.6,0.8,1333.33,0.0,0.0,0.0,1,14,0.0,0.9,0.0,0.2,0.0,100.6,307.4,402.0,126.8,0.0,0.1,0.0,938.0,936.8
chhattisgarh,durg,1977,600.7,572.4,952.89,53.1,27.1,510.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.6,24.5,190.51,0.1,0.3,3000.0,0.0,0.0,0.0,1,14,0.0,0.4,0.4,2.8,12.9,119.8,289.1,362.3,222.5,23.9,8.3,0.0,1042.6,1017.6
chhattisgarh,durg,1978,612.5,362.2,591.35,48.7,25.6,525.67,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,145.6,17.5,120.19,0.1,0.2,2000.0,0.0,0.0,0.0,1,14,0.0,3.2,2.6,0.2,0.0,126.7,320.0,551.4,107.9,12.0,0.0,5.0,1129.1,1118.0
chhattisgarh,durg,1979,616.8,330.6,535.99,44.6,17.8,399.1,0.1,0.2,2000.0,0.0,0.0,0.0,0.1,0.0,0.0,102.8,5.4,52.53,0.1,0.1,1000.0,0.0,0.0,0.0,1,14,7.9,8.3,0.0,0.0,0.0,243.1,245.2,229.2,111.3,9.6,4.2,1.1,859.9,838.4
chhattisgarh,durg,1980,634.9,515.6,812.1,44.1,33.6,761.9,0.1,0.2,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,113.4,19.8,174.6,0.1,0.1,1000.0,0.0,0.0,0.0,1,14,0.0,0.0,0.0,9.3,0.0,326.4,350.7,200.3,449.7,20.9,0.0,0.0,1357.3,1348.0
chhattisgarh,durg,1981,630.0,506.9,804.6,41.5,23.6,568.67,0.1,0.1,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,117.1,15.8,134.93,0.1,0.1,1000.0,0.0,0.0,0.0,1,14,0.6,0.0,13.0,0.0,1.3,44.0,199.6,463.4,225.8,0.0,0.0,0.0,947.6,932.8
chhattisgarh,durg,1982,627.9,513.3,817.49,41.1,23.9,581.51,0.1,0.1,1000.0,0.0,0.0,0.0,1.2,0.7,583.33,117.9,15.9,134.86,0.1,0.2,2000.0,0.0,0.0,0.0,1,14,5.6,0.0,5.0,0.0,20.2,132.2,198.3,346.6,80.3,49.1,4.3,0.0,841.6,806.5
chhattisgarh,durg,1983,626.7,711.0,1134.51,39.9,20.6,516.29,0.1,0.1,1000.0,0.0,0.0,0.0,2.2,1.2,545.45,119.8,22.4,186.98,0.2,0.3,1500.0,0.0,0.0,0.0,1,14,0.0,18.6,0.0,3.7,7.2,106.8,198.6,394.1,273.8,70.5,0.0,0.0,1073.2,1043.8
chhattisgarh,durg,1984,632.2,563.8,891.81,40.5,19.9,491.36,0.2,0.2,1000.0,0.0,0.0,0.0,2.1,1.3,619.05,120.3,18.1,150.46,0.3,0.5,1666.67,0.0,0.0,0.0,1,14,56.4,13.9,0.0,28.5,39.7,227.0,289.1,344.0,31.1,72.5,0.0,0.0,1102.2,963.7
chhattisgarh,durg,1985,630.8,699.8,1109.38,39.4,21.0,532.99,0.3,0.3,1000.0,0.0,0.0,0.0,1.1,0.7,636.36,120.3,19.0,157.94,0.3,0.3,1000.0,0.0,0.0,0.0,1,14,9.3,4.0,0.0,0.0,2.0,117.2,265.6,288.7,269.2,38.9,0.0,0.0,994.8,979.6
chhattisgarh,durg,1986,643.0,525.0,816.49,37.0,24.0,648.65,1.0,1.0,1000.0,0.0,0.0,0.0,0.8,0.4,500.0,97.8,18.6,190.18,0.4,0.5,1250.0,0.0,0.0,0.0,1,14,31.0,28.7,13.3,6.6,0.0,425.5,235.0,260.3,58.5,12.9,29.9,11.1,1112.7,992.1999999999999
chhattisgarh,durg,1987,648.0,523.0,807.1,43.0,23.0,534.88,1.0,1.0,1000.0,0.0,0.0,0.0,0.5,0.3,600.0,93.2,22.4,240.34,0.1,0.3,3000.0,0.0,0.0,0.0,1,14,5.5,1.3,3.8,0.0,1.8,24.4,370.0,135.7,98.5,65.8,31.9,4.0,742.6,694.3999999999999
chhattisgarh,durg,1988,652.7,549.7,842.19,43.7,20.2,462.24,1.3,1.3,1000.0,0.0,0.0,0.0,0.7,0.6,857.14,86.1,15.0,174.22,0.2,0.5,2500.0,0.0,0.0,0.0,1,14,0.0,5.8,0.0,2.0,0.0,175.6,129.4,163.1,164.0,10.1,0.0,0.0,650.1,642.2
chhattisgarh,durg,1990,682.9,806.8,1181.43,36.2,24.8,685.08,3.4,2.9,852.94,0.09,0.0,0.0,2.03,1.58,778.33,84.0,19.6,233.33,0.07,0.1,1428.57,0.0,0.0,0.0,1,14,0.0,11.6,0.0,0.0,129.4,305.8,174.9,251.1,305.5,131.4,0.0,0.0,1309.7,1168.7000000000003
chhattisgarh,durg,1991,680.8,773.6,1136.31,34.8,21.6,620.69,2.6,2.7,1038.46,0.12,0.03,250.0,4.82,3.17,657.68,86.4,26.0,300.93,0.46,0.9,1956.52,0.0,0.0,0.0,1,14,0.0,0.0,18.4,0.0,0.0,156.4,260.5,260.1,41.5,23.0,0.0,5.0,764.9,741.5
chhattisgarh,durg,1994,726.8,967.9,1331.73,36.5,29.4,805.48,1.2,1.2,1000.0,0.25,0.08,320.0,16.9,13.4,792.9,117.0,40.0,341.88,0.4,0.7,1750.0,0.0,0.0,0.0,1,14,0.0,1.0,0.0,0.0,3.0,214.1,536.4,361.5,273.0,73.9,0.0,0.0,1462.9,1458.9
chhattisgarh,durg,1995,723.3,1052.0,1454.44,37.1,26.5,714.29,0.9,1.0,1111.11,0.3,0.1,333.33,24.4,21.1,864.75,121.9,40.0,328.14,0.5,0.8,1600.0,0.0,0.0,0.0,1,14,0.0,24.8,0.0,0.0,0.0,66.7,592.8,365.0,169.1,132.2,0.0,0.0,1350.6,1325.8
chhattisgarh,durg,1996,710.9,917.2,1290.2,36.2,29.1,803.87,0.8,0.8,1000.0,0.3,0.1,333.33,45.0,31.0,688.89,136.3,57.6,422.6,0.6,1.1,1833.33,0.0,0.0,0.0,1,14,0.0,0.0,0.0,0.0,0.0,72.5,333.8,563.0,232.5,87.9,0.0,0.0,1289.7,1289.7
chhattisgarh,durg,1997,735.7,837.5,1138.37,35.6,18.3,514.04,1.4,1.4,1000.0,0.4,0.1,250.0,61.6,48.9,793.83,149.44,62.4,417.56,0.48,0.9,1875.0,0.0,0.0,0.0,1,14,2.0,0.0,0.0,46.0,0.0,244.7,643.0,420.4,121.5,15.5,13.0,80.6,1586.7,1445.1
chhattisgarh,durg,1998,786.51,684.62,870.45,39.96,24.84,621.62,1.38,1.38,1000.0,0.0,0.0,0.0,56.07,26.09,465.2,151.86,47.57,313.25,1.17,2.27,1939.21,0.0,0.0,0.0,1,14,50.0,10.0,25.5,0.0,26.0,237.5,263.5,198.5,366.0,52.0,84.5,0.0,1313.5,1117.5
chhattisgarh,durg,1999,769.79,963.04,1251.04,0.0,0.0,0.0,1.38,1.38,1000.0,0.9,0.64,710.18,14.56,10.24,703.61,108.14,35.93,332.25,1.03,3.43,3340.34,0.0,0.0,0.0,1,14,0.0,0.0,0.0,0.0,31.8,284.0,326.1,547.4,434.2,142.5,0.0,0.0,1766.0,1734.2
chhattisgarh,durg,2004,775.99,984.31,1268.46,36.43,23.19,636.48,0.7,1.08,1526.54,1.4,0.97,692.22,27.4,25.72,938.76,67.23,31.95,475.24,3.14,0.65,206.84,0.41,0.21,512.2,1,14,0.0,0.0,0.0,0.0,0.0,291.8,306.4,300.5,85.9,13.3,0.0,0.0,997.9,997.9
chhattisgarh,durg,2005,775.99,984.31,1268.46,36.43,23.19,636.48,0.7,1.08,1526.54,1.4,0.97,692.22,27.4,25.72,938.76,73.67,38.16,517.97,3.14,0.65,206.84,0.0,0.0,0.0,1,14,3.5,6.2,29.3,98.2,326.0,236.4,353.5,48.2,0.0,2.6,0.0,0.0,1103.9,640.7
chhattisgarh,durg,2006,781.7,1177.1,1505.81,36.81,26.62,723.16,0.71,1.04,1465.31,1.99,1.25,628.38,40.33,35.86,889.29,88.02,49.86,566.49,6.83,0.72,105.93,0.19,0.05,263.16,1,14,0.0,0.0,26.8,18.2,44.8,27.4,251.7,392.6,120.5,4.4,0.0,0.0,886.4,796.6
chhattisgarh,durg,2007,799.89,1095.84,1369.98,37.32,34.38,921.03,0.56,0.87,1551.07,0.92,0.74,797.55,61.86,71.13,1149.7,96.56,82.96,859.2,9.84,1.21,123.15,0.04,0.01,250.0,1,14,0.0,5.8,1.8,0.0,0.0,229.6,298.4,328.8,202.1,2.0,0.0,0.0,1068.5,1060.8999999999999
chhattisgarh,durg,2008,803.37,704.09,876.42,36.46,31.19,855.47,0.46,0.72,1567.28,0.31,0.22,690.96,70.14,66.01,941.19,94.77,73.18,772.2,7.54,0.84,111.7,0.01,0.01,1000.0,1,14,0.0,0.0,6.8,0.0,0.0,240.0,138.3,287.9,231.8,0.0,0.0,0.0,904.8,898.0
chhattisgarh,durg,2009,789.04,622.05,788.37,42.44,38.12,898.09,0.56,1.02,1814.16,0.45,0.3,654.12,72.21,64.92,898.97,94.84,72.74,767.05,7.13,1.65,231.58,0.01,0.0,0.0,1,14,0.0,0.0,0.0,0.0,0.0,21.5,405.2,213.0,51.8,4.2,0.0,0.0,695.7,695.7
chhattisgarh,durg,2010,777.92,1319.18,1695.77,46.12,45.87,994.69,0.51,0.96,1861.6,0.4,0.29,725.0,91.77,105.41,1148.66,114.35,112.83,986.66,4.42,1.13,256.96,0.0,0.0,0.0,1,14,6.2,0.0,0.0,0.0,7.7,146.4,391.3,276.6,279.8,11.1,18.2,12.4,1149.7,1105.2
chhattisgarh,durg,2011,806.55,1416.48,1756.23,44.98,50.19,1115.68,0.54,0.84,1561.11,0.18,0.15,833.33,87.07,69.83,802.03,106.25,78.18,735.8,4.07,2.06,506.02,0.08,0.02,250.0,1,14,0.0,6.0,0.0,54.1,27.7,251.5,319.7,350.5,251.1,21.7,0.0,0.0,1282.3,1194.5
chhattisgarh,durg,2012,807.07,1534.22,1900.97,43.87,47.69,1087.1,0.48,0.72,1502.72,0.19,0.14,736.84,85.05,101.62,1194.76,104.27,109.66,1051.69,4.97,1.26,252.98,0.13,0.02,153.85,1,14,41.2,0.0,0.0,26.4,0.0,119.1,348.9,342.6,198.7,5.0,9.0,1.2,1092.1,1014.3
chhattisgarh,durg,2013,819.44,1296.24,1581.86,41.54,43.33,1043.06,0.49,0.9,1817.44,0.24,0.11,458.33,92.28,92.65,1003.99,108.22,99.31,917.64,3.94,0.93,237.45,0.05,0.01,200.0,1,14,0.5,13.1,1.9,13.7,1.6,262.3,586.9,328.1,182.8,177.1,0.0,0.0,1568.0,1537.2
chhattisgarh,durg,2014,834.87,1444.24,1729.89,44.25,50.96,1151.49,0.43,0.7,1627.06,0.2,0.1,500.0,85.84,39.93,465.22,99.93,46.2,462.3,5.75,3.46,602.17,0.05,0.02,400.0,1,14,0.0,46.6,27.6,10.4,57.4,96.9,501.6,279.2,255.7,104.3,0.0,0.0,1379.7,1237.7
chhattisgarh,durg,2015,817.68,880.6,1076.95,48.72,54.6,1120.74,0.44,0.75,1687.82,0.05,0.04,800.0,98.2,49.1,500.02,113.88,37.19,326.61,11.23,2.57,228.49,0.05,0.01,200.0,1,14,14.6,0.0,39.6,58.2,7.8,201.8,186.4,250.7,249.3,0.3,0.0,0.0,1008.7,888.5
chhattisgarh,bastar,1966,406.0,261.0,642.86,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.98,0.0,0.0,0.7,2.4,3428.57,0.0,0.0,0.0,2,14,44.5,0.0,11.3,41.2,26.0,237.7,277.1,243.3,266.3,19.6,15.6,27.4,1210.0,1043.9999999999998
chhattisgarh,bastar,1967,414.0,319.0,770.53,2.0,1.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69,0.0,0.0,0.9,2.8,3111.11,0.0,0.0,0.0,2,14,0.3,0.0,118.8,34.7,20.3,279.0,305.5,462.7,163.0,14.2,0.1,79.7,1478.1,1224.4
chhattisgarh,bastar,1968,423.2,294.0,694.71,2.3,1.0,434.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22,0.0,0.0,1.2,3.7,3083.33,0.0,0.0,0.0,2,14,11.6,26.6,67.3,73.3,22.2,186.4,313.3,112.6,361.6,144.6,6.3,4.7,1330.5,1118.5
chhattisgarh,bastar,1969,429.1,329.0,766.72,2.3,1.5,652.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.09,10.3,270.41,1.2,4.1,3416.67,0.0,0.0,0.0,2,14,4.4,0.0,3.6,37.3,64.5,208.4,495.8,267.2,308.0,60.0,15.6,73.2,1538.1,1339.4
chhattisgarh,bastar,1970,437.7,316.8,723.78,2.4,1.9,791.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.3,9.7,240.69,1.1,3.8,3454.55,0.0,0.0,0.0,2,14,4.9,4.2,62.4,121.8,42.0,288.7,304.7,571.3,241.3,18.6,0.0,0.0,1659.9,1424.5999999999997
chhattisgarh,bastar,1971,445.6,366.6,822.71,2.5,1.5,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,12.6,296.47,1.2,3.8,3166.67,0.0,0.0,0.0,2,14,7.5,38.3,6.7,80.6,143.6,249.9,174.0,353.0,128.1,76.5,41.8,0.0,1299.9,981.5
chhattisgarh,bastar,1972,443.1,285.8,645.0,2.7,1.7,629.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.1,14.1,327.15,1.1,3.7,3363.64,0.0,0.0,0.0,2,14,0.0,8.4,0.0,2.9,13.0,213.7,401.4,292.7,302.6,33.2,35.4,0.0,1303.5,1243.6000000000001
chhattisgarh,bastar,1973,450.5,364.3,808.66,2.6,1.9,730.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2,16.8,341.46,1.2,4.0,3333.33,0.0,0.0,0.0,2,14,0.0,0.0,3.1,13.2,8.1,128.7,525.8,303.8,90.8,214.0,0.2,0.0,1287.8,1263.1
chhattisgarh,bastar,1974,451.6,302.9,670.73,2.4,2.0,833.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.2,15.9,316.73,1.2,3.7,3083.33,0.0,0.0,0.0,2,14,0.0,0.0,1.0,9.1,28.8,246.1,181.7,289.1,99.0,60.7,17.6,0.0,933.1,876.6
chhattisgarh,bastar,1975,458.3,407.9,890.03,3.7,2.9,783.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.3,17.8,333.96,1.1,3.7,3363.64,0.0,0.0,0.0,2,14,7.6,6.5,1.3,19.7,29.9,294.9,370.8,450.4,415.1,231.5,1.7,0.0,1829.2,1762.6999999999998
chhattisgarh,bastar,1976,459.6,296.1,644.26,3.3,2.2,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3,5.2,139.41,0.9,2.9,3222.22,0.0,0.0,0.0,2,14,0.0,0.0,3.1,30.8,62.6,136.8,649.6,424.3,157.2,3.6,20.5,1.7,1490.2,1371.5
chhattisgarh,bastar,1977,473.4,430.4,909.17,3.3,2.6,787.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.2,10.6,239.82,0.8,2.5,3125.0,0.0,0.0,0.0,2,14,0.0,0.6,4.5,79.6,53.2,183.7,570.0,491.1,238.9,37.1,107.8,12.1,1778.4,1520.8000000000002
chhattisgarh,bastar,1978,490.4,402.2,820.15,3.0,2.8,933.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.8,11.8,263.39,0.8,2.8,3500.0,0.0,0.0,0.0,2,14,11.8,24.4,9.6,35.7,33.3,265.7,414.1,674.8,213.0,50.6,34.7,0.3,1768.1,1618.1999999999998
chhattisgarh,bastar,1979,497.5,309.2,621.51,3.0,2.4,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3,8.8,213.08,0.7,1.7,2428.57,0.0,0.0,0.0,2,14,0.5,14.2,0.0,20.7,22.7,297.8,252.5,289.3,287.4,67.7,3.9,23.6,1280.4,1194.7
chhattisgarh,bastar,1980,519.4,391.8,754.33,2.9,3.1,1068.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,9.8,261.33,0.5,1.7,3400.0,0.0,0.0,0.0,2,14,4.0,1.3,4.0,19.3,22.9,376.1,463.4,357.0,384.1,21.9,0.1,2.6,1656.7,1602.5
chhattisgarh,bastar,1981,523.5,389.3,743.65,3.0,3.3,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,11.0,284.97,0.6,2.1,3500.0,0.0,0.0,0.0,2,14,15.7,1.2,31.6,27.8,37.2,165.6,315.8,548.5,253.6,18.6,2.0,0.0,1417.6,1302.1
chhattisgarh,bastar,1982,527.7,372.4,705.7,3.2,3.9,1218.75,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,41.7,11.7,280.58,0.6,2.1,3500.0,0.0,0.0,0.0,2,14,0.1,3.0,8.9,25.3,30.1,185.8,379.3,570.1,202.3,45.8,24.1,4.5,1479.2,1383.3
chhattisgarh,bastar,1983,538.0,408.0,758.36,2.9,2.7,931.03,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,666.67,43.5,13.5,310.34,0.8,2.8,3500.0,0.0,0.0,0.0,2,14,1.4,17.4,3.5,3.5,27.7,275.5,348.9,427.4,333.6,90.7,2.7,6.6,1538.9,1476.1000000000001
chhattisgarh,bastar,1984,533.4,395.6,741.66,2.8,3.0,1071.43,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,43.7,12.5,286.04,0.8,2.6,3250.0,0.0,0.0,0.0,2,14,12.7,0.0,0.0,56.6,19.5,228.2,224.8,324.7,101.7,50.3,0.0,0.0,1018.6,929.7
chhattisgarh,bastar,1985,555.4,834.3,1502.16,2.6,2.6,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,45.4,12.3,270.93,0.2,0.6,3000.0,0.0,0.0,0.0,2,14,11.9,2.0,3.0,19.1,29.7,247.9,328.6,387.2,221.2,138.8,0.0,0.3,1389.7,1323.7
chhattisgarh,bastar,1986,556.0,403.0,724.82,3.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,44.1,11.1,251.7,0.4,1.4,3500.0,0.0,0.0,0.0,2,14,42.6,41.9,2.2,51.1,10.8,354.6,383.7,521.8,128.5,107.3,59.7,7.5,1711.6,1495.8999999999999
chhattisgarh,bastar,1987,555.0,382.0,688.29,3.0,2.0,666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,500.0,45.0,14.5,322.22,0.1,0.4,4000.0,0.0,0.0,0.0,2,14,5.9,0.2,15.6,9.8,49.5,137.4,506.5,390.1,162.8,143.0,26.8,1.0,1448.5,1339.8
chhattisgarh,bastar,1988,572.8,553.2,965.78,2.8,3.0,1071.43,0.1,0.1,1000.0,0.0,0.0,0.0,0.2,0.1,500.0,44.9,14.8,329.62,0.2,0.6,3000.0,0.0,0.0,0.0,2,14,0.0,7.1,1.2,41.4,33.6,227.5,490.6,341.1,219.6,52.7,4.2,1.0,1419.9,1331.5
chhattisgarh,bastar,1989,571.7,544.7,952.77,2.6,2.7,1038.46,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1000.0,44.2,14.0,316.74,0.2,0.7,3500.0,0.0,0.0,0.0,2,14,0.0,0.0,34.0,9.6,51.0,198.9,581.8,694.3,259.1,18.6,1.1,4.4,1852.9,1752.6999999999998
chhattisgarh,bastar,1990,579.0,561.9,970.47,2.0,2.4,1200.0,0.1,0.0,0.0,0.0,0.0,0.0,0.05,0.04,800.0,43.7,15.0,343.25,0.3,1.1,3666.67,0.0,0.0,0.0,2,14,0.4,12.4,9.3,0.0,148.4,277.7,394.1,585.9,217.2,168.4,10.5,0.0,1824.3,1643.3
chhattisgarh,bastar,1991,582.3,624.3,1072.13,2.2,3.0,1363.64,0.0,0.0,0.0,0.04,0.01,250.0,0.02,0.02,1000.0,43.6,16.1,369.27,0.17,0.5,2941.18,0.0,0.0,0.0,2,14,0.0,0.0,2.3,0.0,10.6,161.0,475.7,335.3,128.5,68.9,21.7,0.8,1204.8,1169.4
chhattisgarh,bastar,1994,609.9,604.0,990.33,1.6,2.4,1500.0,0.1,0.1,1000.0,0.05,0.01,200.0,0.4,0.4,1000.0,41.8,13.1,313.4,0.3,0.9,3000.0,0.0,0.0,0.0,2,14,0.0,1.0,0.0,9.3,3.4,241.4,685.2,510.0,246.1,41.7,1.1,0.0,1739.2,1724.3999999999999
chhattisgarh,bastar,1995,619.0,589.1,951.7,1.6,2.5,1562.5,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.4,1333.33,41.5,13.4,322.89,0.3,1.1,3666.67,0.0,0.0,0.0,2,14,59.4,0.0,7.7,1.6,63.8,157.3,562.6,341.7,146.1,132.3,0.3,0.0,1472.8,1340.0
chhattisgarh,bastar,1996,644.1,670.5,1040.99,2.0,3.3,1650.0,0.1,0.1,1000.0,0.0,0.0,0.0,0.3,0.3,1000.0,55.6,20.1,361.51,0.4,1.3,3250.0,0.0,0.0,0.0,2,14,0.6,0.0,0.0,0.0,0.0,203.6,348.0,412.1,194.8,22.2,0.2,0.0,1181.5,1180.7
chhattisgarh,bastar,1997,622.8,455.0,730.57,1.4,2.2,1571.43,0.1,0.1,1000.0,0.0,0.0,0.0,0.2,0.1,500.0,39.17,11.6,296.15,0.29,1.0,3448.28,0.0,0.0,0.0,2,14,5.2,0.0,5.5,76.2,6.4,94.9,412.9,411.2,173.2,22.4,11.8,15.9,1235.6,1114.6000000000001
chhattisgarh,bastar,1998,627.1,569.8,908.63,2.4,3.8,1583.33,0.3,0.3,1000.0,0.0,0.0,0.0,0.2,0.2,1000.0,52.3,16.7,319.31,0.3,1.2,4000.0,0.1,0.0,0.0,2,14,0.0,9.4,0.0,10.9,32.6,109.1,323.1,236.2,136.7,79.3,52.8,0.0,990.1,884.4000000000001
chhattisgarh,bastar,1999,628.47,676.2,1075.95,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,250.0,0.16,0.16,1000.0,9.1,3.62,397.8,0.37,1.35,3648.65,0.1,0.0,0.0,2,14,0.0,0.0,0.0,0.0,60.6,236.6,223.2,536.9,259.9,112.5,0.0,0.0,1429.7,1369.1
chhattisgarh,bastar,2004,635.47,788.65,1241.05,2.17,3.21,1479.26,0.03,0.04,1333.33,0.07,0.01,142.86,0.06,0.07,1166.67,29.42,8.9,302.52,0.31,0.1,322.58,0.0,0.0,0.0,2,14,55.5,11.5,1.7,33.9,52.2,331.7,389.7,322.4,322.5,120.3,2.8,0.0,1644.2,1486.6
