state_name,dist_name,year,monsoon_rainfall,rice_area_(1000_ha),rice_production_(1000_tons),rice_yield_(kg_per_ha)
chhattisgarh,durg,1966,719.0,548.0,185.0,337.59
chhattisgarh,durg,1967,1155.3,547.0,409.0,747.71
chhattisgarh,durg,1968,1091.8,556.3,468.0,841.27
chhattisgarh,durg,1969,896.6,563.4,400.8,711.4
chhattisgarh,durg,1970,1432.7,571.6,473.6,828.55
chhattisgarh,durg,1971,1303.0,581.8,412.9,709.69
chhattisgarh,durg,1972,965.9000000000001,582.2,381.0,654.41
chhattisgarh,durg,1973,1480.2,600.0,471.9,786.5
chhattisgarh,durg,1974,583.9,587.4,219.0,372.83
chhattisgarh,durg,1975,1258.3,598.3,454.0,758.82
chhattisgarh,durg,1976,936.8,593.6,327.1,551.04
chhattisgarh,durg,1977,1017.6,600.7,572.4,952.89
chhattisgarh,durg,1978,1118.0,612.5,362.2,591.35
chhattisgarh,durg,1979,838.4,616.8,330.6,535.99
chhattisgarh,durg,1980,1348.0,634.9,515.6,812.1
chhattisgarh,durg,1981,932.8,630.0,506.9,804.6
chhattisgarh,durg,1982,806.5,627.9,513.3,817.49
chhattisgarh,durg,1983,1043.8,626.7,711.0,1134.51
chhattisgarh,durg,1984,963.7,632.2,563.8,891.81
chhattisgarh,durg,1985,979.6,630.8,699.8,1109.38
chhattisgarh,durg,1986,992.1999999999999,643.0,525.0,816.49
chhattisgarh,durg,1987,694.3999999999999,648.0,523.0,807.1
chhattisgarh,durg,1988,642.2,652.7,549.7,842.19
chhattisgarh,durg,1990,1168.7000000000003,682.9,806.8,1181.43
chhattisgarh,durg,1991,741.5,680.8,773.6,1136.31
chhattisgarh,durg,1994,1458.9,726.8,967.9,1331.73
chhattisgarh,durg,1995,1325.8,723.3,1052.0,1454.44
chhattisgarh,durg,1996,1289.7,710.9,917.2,1290.2
chhattisgarh,durg,1997,1445.1,735.7,837.5,1138.37
chhattisgarh,durg,1998,1117.5,786.51,684.62,870.45
chhattisgarh,durg,1999,1734.2,769.79,963.04,1251.04
chhattisgarh,durg,2004,997.9,775.99,984.31,1268.46
chhattisgarh,durg,2005,640.7,775.99,984.31,1268.46
chhattisgarh,durg,2006,796.6,781.7,1177.1,1505.81
chhattisgarh,durg,2007,1060.8999999999999,799.89,1095.84,1369.98
chhattisgarh,durg,2008,898.0,803.37,704.09,876.42
chhattisgarh,durg,2009,695.7,789.04,622.05,788.37
chhattisgarh,durg,2010,1105.2,777.92,1319.18,1695.77
chhattisgarh,durg,2011,1194.5,806.55,1416.48,1756.23
chhattisgarh,durg,2012,1014.3,807.07,1534.22,1900.97
chhattisgarh,durg,2013,1537.2,819.44,1296.24,1581.86
chhattisgarh,durg,2014,1237.7,834.87,1444.24,1729.89
chhattisgarh,durg,2015,888.5,817.68,880.6,1076.95
chhattisgarh,bastar,1966,1043.9999999999998,406.0,261.0,642.86
chhattisgarh,bastar,1967,1224.4,414.0,319.0,770.53
chhattisgarh,bastar,1968,1118.5,423.2,294.0,694.71
chhattisgarh,bastar,1969,1339.4,429.1,329.0,766.72
chhattisgarh,bastar,1970,1424.5999999999997,437.7,316.8,723.78
chhattisgarh,bastar,1971,981.5,445.6,366.6,822.71
chhattisgarh,bastar,1972,1243.6000000000001,443.1,285.8,645.0
chhattisgarh,bastar,1973,1263.1,450.5,364.3,808.66
chhattisgarh,bastar,1974,876.6,451.6,302.9,670.73
chhattisgarh,bastar,1975,1762.6999999999998,458.3,407.9,890.03
chhattisgarh,bastar,1976,1371.5,459.6,296.1,644.26
chhattisgarh,bastar,1977,1520.8000000000002,473.4,430.4,909.17
chhattisgarh,bastar,1978,1618.1999999999998,490.4,402.2,820.15
chhattisgarh,bastar,1979,1194.7,497.5,309.2,621.51
chhattisgarh,bastar,1980,1602.5,519.4,391.8,754.33
chhattisgarh,bastar,1981,1302.1,523.5,389.3,743.65
chhattisgarh,bastar,1982,1383.3,527.7,372.4,705.7
chhattisgarh,bastar,1983,1476.1000000000001,538.0,408.0,758.36
chhattisgarh,bastar,1984,929.7,533.4,395.6,741.66
chhattisgarh,bastar,1985,1323.7,555.4,834.3,1502.16
chhattisgarh,bastar,1986,1495.8999999999999,556.0,403.0,724.82
chhattisgarh,bastar,1987,1339.8,555.0,382.0,688.29
chhattisgarh,bastar,1988,1331.5,572.8,553.2,965.78
chhattisgarh,bastar,1989,1752.6999999999998,571.7,544.7,952.77
chhattisgarh,bastar,1990,1643.3,579.0,561.9,970.47
chhattisgarh,bastar,1991,1169.4,582.3,624.3,1072.13
chhattisgarh,bastar,1994,1724.3999999999999,609.9,604.0,990.33
chhattisgarh,bastar,1995,1340.0,619.0,589.1,951.7
chhattisgarh,bastar,1996,1180.7,644.1,670.5,1040.99
chhattisgarh,bastar,1997,1114.6000000000001,622.8,455.0,730.57
chhattisgarh,bastar,1998,884.4000000000001,627.1,569.8,908.63
chhattisgarh,bastar,1999,1369.1,628.47,676.2,1075.95
chhattisgarh,bastar,2004,1486.6,635.47,788.65,1241.05
chhattisgarh,bastar,2005,1253.8,635.47,788.65,1241.05
chhattisgarh,bastar,2006,1351.1999999999998,546.54,836.54,1530.61
chhattisgarh,bastar,2007,1161.8,626.07,927.73,1481.83
chhattisgarh,bastar,2008,1175.8999999999999,627.78,729.33,1161.76
chhattisgarh,bastar,2009,989.0,626.66,682.46,1089.04
chhattisgarh,bastar,2010,1464.1999999999998,621.89,1184.98,1905.45
chhattisgarh,bastar,2011,994.5,627.73,772.88,1231.23
chhattisgarh,bastar,2012,1377.6999999999998,637.8,1341.33,2103.06
chhattisgarh,bastar,2013,1292.8999999999999,642.79,1265.91,1969.4
chhattisgarh,bastar,2014,1338.3999999999999,646.7,1377.04,2129.33
chhattisgarh,bastar,2015,1372.9,644.56,664.46,1030.87
chhattisgarh,raipur,1966,851.3000000000001,717.0,469.0,654.11
chhattisgarh,raipur,1967,1246.6000000000001,726.0,625.0,860.88
chhattisgarh,raipur,1968,1018.9000000000001,731.5,630.0,861.24
chhattisgarh,raipur,1969,899.6,735.2,671.2,912.95
chhattisgarh,raipur,1970,1648.7,743.0,898.5,1209.29
chhattisgarh,raipur,1971,1149.3999999999999,753.2,699.8,929.1
chhattisgarh,raipur,1972,1028.2,762.1,687.9,902.64
chhattisgarh,raipur,1973,1407.0,771.8,669.5,867.45
chhattisgarh,raipur,1974,717.1,770.1,415.6,539.67
chhattisgarh,raipur,1975,1164.5,774.7,685.2,884.47
chhattisgarh,raipur,1976,1102.6000000000001,775.2,578.6,746.39
chhattisgarh,raipur,1977,1081.5,782.5,904.0,1155.27
chhattisgarh,raipur,1978,1009.3,792.7,686.0,865.4
chhattisgarh,raipur,1979,676.8,795.0,420.2,528.55
chhattisgarh,raipur,1980,1419.2,812.4,724.7,892.05
chhattisgarh,raipur,1981,1058.0,799.6,791.5,989.87
chhattisgarh,raipur,1982,802.3,798.9,617.0,772.31
chhattisgarh,raipur,1983,955.3000000000001,802.5,988.8,1232.15
chhattisgarh,raipur,1984,1079.2,804.0,924.3,1149.63
chhattisgarh,raipur,1985,1086.6,821.7,1304.3,1587.32
chhattisgarh,raipur,1986,1132.3,818.0,809.0,989.0
chhattisgarh,raipur,1987,798.8,822.0,1012.0,1231.14
chhattisgarh,raipur,1988,716.6999999999999,827.9,850.1,1026.81
chhattisgarh,raipur,1989,1073.1,836.1,1186.1,1418.61
chhattisgarh,raipur,1990,1388.5,847.3,1155.0,1363.15
chhattisgarh,raipur,1994,1703.8,899.7,1303.5,1448.82
chhattisgarh,raipur,1995,965.4,908.4,1314.9,1447.49
chhattisgarh,raipur,1996,963.8,860.4,1448.8,1683.87
chhattisgarh,raipur,1997,1033.1999999999998,918.6,1016.2,1106.25
chhattisgarh,raipur,1998,715.6999999999999,902.0,643.0,712.86
chhattisgarh,raipur,1999,940.9999999999999,950.21,1378.88,1451.13
chhattisgarh,raipur,2004,823.5,918.33,1147.58,1249.64
chhattisgarh,raipur,2005,1225.2,918.33,1147.58,1249.64
chhattisgarh,raipur,2006,1066.5,918.39,1324.71,1442.43
chhattisgarh,raipur,2007,1396.2,956.63,1483.28,1550.53
chhattisgarh,raipur,2008,1088.5,942.24,1252.38,1329.15
chhattisgarh,raipur,2009,930.4999999999999,928.66,1307.24,1407.66
chhattisgarh,raipur,2010,1062.7,915.4,1521.13,1661.71
chhattisgarh,raipur,2011,1193.6,958.01,1421.37,1483.67
chhattisgarh,raipur,2012,1143.8999999999999,993.68,1974.69,1987.25
chhattisgarh,raipur,2013,1400.1,1009.22,1749.21,1733.23
chhattisgarh,raipur,2014,1129.8000000000002,1034.99,2127.73,2055.8
chhattisgarh,raipur,2015,834.3,986.91,1412.83,1431.57
chhattisgarh,bilaspur,1966,919.9999999999999,624.0,325.0,520.83
chhattisgarh,bilaspur,1967,1255.2,624.0,546.0,875.0
chhattisgarh,bilaspur,1968,1192.6,629.5,416.0,660.84
chhattisgarh,bilaspur,1969,1000.8,630.5,453.5,719.27
chhattisgarh,bilaspur,1970,1209.0,631.5,587.9,930.96
chhattisgarh,bilaspur,1971,1286.6000000000001,633.8,564.7,890.98
chhattisgarh,bilaspur,1972,1048.3,635.6,534.0,840.15
chhattisgarh,bilaspur,1973,1321.9999999999998,639.3,497.5,778.19
chhattisgarh,bilaspur,1974,1008.1,638.2,489.8,767.47
chhattisgarh,bilaspur,1975,1442.8000000000002,640.8,646.5,1008.9
chhattisgarh,bilaspur,1976,1029.2,643.2,425.0,660.76
chhattisgarh,bilaspur,1977,1133.3999999999999,647.2,690.4,1066.75
chhattisgarh,bilaspur,1978,1114.3999999999999,652.9,503.3,770.87
chhattisgarh,bilaspur,1979,667.6000000000001,654.2,217.2,332.01
chhattisgarh,bilaspur,1980,1346.3000000000002,656.8,636.5,969.09
chhattisgarh,bilaspur,1981,1040.0,658.1,581.4,883.45
chhattisgarh,bilaspur,1982,832.8000000000001,650.7,401.2,616.57
chhattisgarh,bilaspur,1983,1150.3999999999999,662.8,666.8,1006.04
chhattisgarh,bilaspur,1984,1113.5,655.2,546.2,833.64
chhattisgarh,bilaspur,1985,993.4000000000001,661.2,910.1,1376.44
chhattisgarh,bilaspur,1986,1080.0,708.0,967.0,1365.82
chhattisgarh,bilaspur,1987,978.8,663.0,716.0,1079.94
chhattisgarh,bilaspur,1988,1233.2999999999997,647.6,889.1,1372.92
chhattisgarh,bilaspur,1989,866.9,671.5,698.5,1040.21
chhattisgarh,bilaspur,1990,1260.2,689.5,964.2,1398.4
chhattisgarh,bilaspur,1994,1665.1999999999998,719.7,1164.4,1617.9
chhattisgarh,bilaspur,1995,1022.1,691.7,921.0,1331.5
chhattisgarh,bilaspur,1996,1215.7,688.3,922.9,1340.84
chhattisgarh,bilaspur,1997,1099.8999999999999,704.1,349.1,495.81
chhattisgarh,bilaspur,1998,1097.9,748.99,608.38,812.27
chhattisgarh,bilaspur,1999,1080.3,753.87,1129.43,1498.18
chhattisgarh,bilaspur,2004,1049.6999999999998,711.59,874.16,1228.45
chhattisgarh,bilaspur,2005,1298.7,711.59,874.16,1228.45
chhattisgarh,bilaspur,2006,900.1,712.81,1127.18,1581.33
chhattisgarh,bilaspur,2007,1141.5,716.37,1160.03,1619.32
chhattisgarh,bilaspur,2008,979.2,749.56,1070.95,1428.76
chhattisgarh,bilaspur,2009,750.4,696.49,994.29,1427.57
chhattisgarh,bilaspur,2010,912.4,705.67,1333.61,1889.83
chhattisgarh,bilaspur,2011,1151.8,749.08,1557.35,2079.01
chhattisgarh,bilaspur,2012,1164.8999999999999,747.27,1746.82,2337.61
chhattisgarh,bilaspur,2013,1360.6,726.15,1577.16,2171.95
chhattisgarh,bilaspur,2014,1170.0,728.84,1683.92,2310.43
chhattisgarh,bilaspur,2015,953.1999999999999,731.83,1340.65,1831.92
chhattisgarh,raigarh,1966,1042.4,332.0,203.0,611.45
chhattisgarh,raigarh,1967,1325.4,333.0,278.0,834.83
chhattisgarh,raigarh,1968,1120.5000000000002,339.4,267.0,786.68
chhattisgarh,raigarh,1969,1141.2,340.0,253.2,744.71
chhattisgarh,raigarh,1970,1491.7,342.2,274.7,802.75
chhattisgarh,raigarh,1971,1688.1,344.6,241.3,700.23
chhattisgarh,raigarh,1972,1138.0,345.3,212.9,616.57
chhattisgarh,raigarh,1973,1827.3999999999999,345.9,314.1,908.07
chhattisgarh,raigarh,1974,1088.7,347.7,227.6,654.59
chhattisgarh,raigarh,1975,1466.6999999999998,350.8,311.6,888.26
chhattisgarh,raigarh,1976,987.3000000000001,353.4,199.1,563.38
chhattisgarh,raigarh,1977,1439.0999999999997,356.7,348.5,977.01
chhattisgarh,raigarh,1978,1203.6,360.3,292.1,810.71
chhattisgarh,raigarh,1979,729.4000000000001,362.4,149.3,411.98
chhattisgarh,raigarh,1980,1262.0,368.0,332.6,903.8
chhattisgarh,raigarh,1981,1135.5000000000002,372.8,326.6,876.07
chhattisgarh,raigarh,1982,1104.1000000000001,371.0,270.2,728.3
chhattisgarh,raigarh,1983,1377.9,375.1,361.8,964.54
chhattisgarh,raigarh,1984,1233.3,378.9,292.6,772.24
chhattisgarh,raigarh,1985,1292.4000000000003,387.5,373.4,963.61
chhattisgarh,raigarh,1986,1135.0,392.0,330.0,841.84
chhattisgarh,raigarh,1987,1040.5,392.0,320.0,816.33
chhattisgarh,raigarh,1988,1214.9,407.3,413.1,1014.24
chhattisgarh,raigarh,1989,1090.2,418.2,377.5,902.68
chhattisgarh,raigarh,1990,1327.6999999999998,412.5,397.8,964.36
chhattisgarh,raigarh,1994,1731.4,419.9,561.6,1337.46
chhattisgarh,raigarh,1995,896.6999999999999,417.2,431.6,1034.52
chhattisgarh,raigarh,1996,734.1,420.4,541.2,1287.35
chhattisgarh,raigarh,1997,1210.6,419.7,342.6,816.3
chhattisgarh,raigarh,1998,1053.2,592.6,661.2,1115.76
chhattisgarh,raigarh,1999,975.5,420.8,476.0,1131.18
chhattisgarh,raigarh,2004,1031.0,421.56,417.86,991.22
chhattisgarh,raigarh,2005,1201.1000000000001,421.56,417.86,991.22
chhattisgarh,raigarh,2006,992.6,421.04,437.91,1040.07
chhattisgarh,raigarh,2007,1173.1999999999998,423.06,532.65,1259.04
chhattisgarh,raigarh,2008,1408.6,423.29,500.83,1183.18
chhattisgarh,raigarh,2009,978.2,420.75,470.53,1118.31
chhattisgarh,raigarh,2010,960.5,435.05,598.26,1375.15
chhattisgarh,raigarh,2011,1278.3,421.32,602.66,1430.41
chhattisgarh,raigarh,2012,1171.3,422.65,641.28,1517.28
chhattisgarh,raigarh,2013,1201.0,418.44,580.76,1387.92
chhattisgarh,raigarh,2014,1227.8000000000002,408.9,657.79,1608.68
chhattisgarh,raigarh,2015,1180.7000000000003,409.45,414.89,1013.29
chhattisgarh,surguja,1966,863.4,284.0,89.0,313.38
chhattisgarh,surguja,1967,1205.0,278.0,182.0,654.68
chhattisgarh,surguja,1968,1133.0,284.3,153.0,538.16
chhattisgarh,surguja,1969,1045.1999999999998,284.9,191.9,673.57
chhattisgarh,surguja,1971,1833.8999999999999,290.3,250.7,863.59
chhattisgarh,surguja,1972,1266.1999999999998,294.4,150.4,510.87
chhattisgarh,surguja,1973,1415.7,295.9,221.6,748.9
chhattisgarh,surguja,1974,975.5,295.6,139.0,470.23
chhattisgarh,surguja,1975,1512.2,299.1,222.8,744.9
chhattisgarh,surguja,1976,1030.5,299.6,141.5,472.3
chhattisgarh,surguja,1977,1370.5,306.1,270.2,882.72
chhattisgarh,surguja,1978,1244.5,311.7,204.0,654.48
chhattisgarh,surguja,1979,650.1,294.4,75.3,255.77
chhattisgarh,surguja,1980,1610.5,308.4,247.1,801.23
chhattisgarh,surguja,1981,969.0,312.9,218.5,698.31
chhattisgarh,surguja,1982,991.3,312.8,229.7,734.34
chhattisgarh,surguja,1983,1001.0,318.7,216.2,678.38
chhattisgarh,surguja,1984,1307.5,329.1,219.2,666.06
chhattisgarh,surguja,1985,1240.8,329.5,249.7,757.81
chhattisgarh,surguja,1986,1202.3,336.0,256.0,761.9
chhattisgarh,surguja,1987,1307.4,342.0,237.0,692.98
chhattisgarh,surguja,1988,1090.9999999999998,353.0,283.0,801.7
chhattisgarh,surguja,1989,1109.9,355.4,338.6,952.73
chhattisgarh,surguja,1990,1318.1,351.2,417.7,1189.35
chhattisgarh,surguja,1994,1868.0000000000002,361.5,402.3,1112.86
chhattisgarh,surguja,1995,1141.2,362.0,318.7,880.39
chhattisgarh,surguja,1996,1182.6999999999998,370.5,391.3,1056.14
chhattisgarh,surguja,1997,1275.7,369.4,298.7,808.61
chhattisgarh,surguja,1998,1234.2,373.7,273.2,731.07
chhattisgarh,surguja,1999,1494.1,379.81,431.72,1136.67
chhattisgarh,surguja,2004,913.2,380.93,374.25,982.46
chhattisgarh,surguja,2005,983.6,380.93,374.25,982.46
chhattisgarh,surguja,2006,1085.7,383.16,403.92,1054.18
chhattisgarh,surguja,2007,1073.2,380.88,435.45,1143.27
chhattisgarh,surguja,2008,1058.9,382.59,449.93,1176.01
chhattisgarh,surguja,2009,554.9,376.0,270.74,720.05
chhattisgarh,surguja,2010,547.0999999999999,371.28,399.46,1075.9
chhattisgarh,surguja,2011,1332.3999999999999,377.14,530.08,1405.53
chhattisgarh,surguja,2012,987.3999999999999,373.71,610.07,1632.47
chhattisgarh,surguja,2013,696.5999999999999,371.71,633.47,1704.2
chhattisgarh,surguja,2014,737.9,381.43,687.04,1801.22
chhattisgarh,surguja,2015,877.5,369.32,440.9,1193.82
madhya pradesh,jabalpur,1966,791.1999999999999,119.0,21.0,176.47
madhya pradesh,jabalpur,1967,1339.1999999999998,120.0,67.0,558.33
madhya pradesh,jabalpur,1968,875.1999999999999,124.0,45.0,362.9
madhya pradesh,jabalpur,1969,1168.9,127.9,62.3,487.1
madhya pradesh,jabalpur,1970,1330.6,126.8,82.5,650.63
madhya pradesh,jabalpur,1971,1923.9,129.3,92.5,715.39
madhya pradesh,jabalpur,1972,1032.0,129.6,57.0,439.81
madhya pradesh,jabalpur,1973,1347.8999999999999,118.4,62.9,531.25
madhya pradesh,jabalpur,1974,933.3000000000001,118.4,38.6,326.01
madhya pradesh,jabalpur,1975,1298.6999999999998,123.3,93.6,759.12
madhya pradesh,jabalpur,1976,1022.4,126.6,61.7,487.36
madhya pradesh,jabalpur,1977,1636.2,129.9,117.0,900.69
madhya pradesh,jabalpur,1978,1190.3,135.8,95.2,701.03
madhya pradesh,jabalpur,1979,522.6,134.7,1.7,12.62
madhya pradesh,jabalpur,1980,1414.0,132.2,66.1,500.0
madhya pradesh,jabalpur,1981,663.2,127.9,43.0,336.2
madhya pradesh,jabalpur,1982,962.2,114.6,55.0,479.93
madhya pradesh,jabalpur,1983,1128.6000000000001,125.9,84.6,671.96
madhya pradesh,jabalpur,1984,1026.9,125.9,43.1,342.34
madhya pradesh,jabalpur,1985,1017.1,133.6,101.8,761.98
madhya pradesh,jabalpur,1986,660.3999999999999,127.0,24.0,188.98
madhya pradesh,jabalpur,1987,1053.3000000000002,113.0,68.0,601.77
madhya pradesh,jabalpur,1988,1003.1,132.0,78.8,596.97
madhya pradesh,jabalpur,1989,780.2,126.0,58.9,467.46
madhya pradesh,jabalpur,1990,1440.8999999999999,135.5,111.8,825.09
madhya pradesh,jabalpur,1994,1518.1999999999998,149.0,113.0,758.39
madhya pradesh,jabalpur,1995,1048.5,152.4,112.6,738.85
madhya pradesh,jabalpur,1996,890.1999999999999,153.2,86.3,563.32
madhya pradesh,jabalpur,1997,1180.7,161.8,86.2,532.76
madhya pradesh,jabalpur,1998,828.8000000000001,56.1,28.8,513.37
madhya pradesh,jabalpur,1999,1431.2,164.7,173.4,1052.82
madhya pradesh,jabalpur,2000,939.7,164.3,72.0,438.22
madhya pradesh,jabalpur,2001,1115.7,172.7,144.9,839.03
madhya pradesh,jabalpur,2002,1044.8000000000002,170.1,96.5,567.31
madhya pradesh,jabalpur,2003,1612.8999999999999,178.2,174.3,978.11
madhya pradesh,jabalpur,2004,1126.4,180.52,162.82,901.95
madhya pradesh,jabalpur,2005,1690.3,168.96,145.9,863.52
madhya pradesh,jabalpur,2006,875.4,173.4,103.71,598.1
madhya pradesh,jabalpur,2007,958.4000000000001,153.8,53.52,347.98
madhya pradesh,jabalpur,2008,1189.1000000000001,173.3,103.69,598.33
madhya pradesh,jabalpur,2009,979.4,135.2,78.8,582.84
madhya pradesh,jabalpur,2012,1237.1000000000004,182.13,292.91,1608.25
madhya pradesh,jabalpur,2013,1993.4,188.69,364.36,1931.0
madhya pradesh,jabalpur,2014,841.3,179.0,228.0,1273.74
madhya pradesh,jabalpur,2015,845.8,169.0,189.33,1120.3
madhya pradesh,balaghat,1966,1134.7000000000003,211.0,98.0,464.45
madhya pradesh,balaghat,1967,1526.4,213.0,197.0,924.88
madhya pradesh,balaghat,1968,1359.7000000000003,217.4,188.0,864.77
madhya pradesh,balaghat,1969,1292.1,219.1,220.6,1006.85
madhya pradesh,balaghat,1970,1649.4,220.6,236.9,1073.89
madhya pradesh,balaghat,1971,1254.8,222.5,264.7,1189.66
madhya pradesh,balaghat,1972,912.0000000000001,223.3,138.7,621.14
madhya pradesh,balaghat,1973,1551.2999999999997,222.6,197.5,887.24
madhya pradesh,balaghat,1974,1194.9,221.8,110.2,496.84
madhya pradesh,balaghat,1975,1573.6,220.6,226.6,1027.2
madhya pradesh,balaghat,1976,1233.0,223.0,193.6,868.16
madhya pradesh,balaghat,1977,1419.1,227.3,282.3,1241.97
madhya pradesh,balaghat,1978,1397.0,226.3,226.4,1000.44
madhya pradesh,balaghat,1979,915.3,220.7,98.8,447.67
madhya pradesh,balaghat,1980,1069.3,225.7,316.9,1404.08
madhya pradesh,balaghat,1981,1321.8000000000002,228.0,282.2,1237.72
madhya pradesh,balaghat,1982,1222.9999999999998,225.1,228.7,1015.99
madhya pradesh,balaghat,1983,1269.2,228.2,280.2,1227.87
madhya pradesh,balaghat,1984,977.0000000000001,229.7,154.7,673.49
madhya pradesh,balaghat,1985,1098.1999999999998,230.6,304.0,1318.3
madhya pradesh,balaghat,1986,1227.1000000000001,233.0,234.0,1004.29
madhya pradesh,balaghat,1987,781.4,203.0,205.0,1009.85
madhya pradesh,balaghat,1988,1427.6999999999998,235.1,358.6,1525.31
madhya pradesh,balaghat,1989,1022.6,232.4,218.5,940.19
madhya pradesh,balaghat,1990,2319.2999999999997,236.3,297.1,1257.3
madhya pradesh,balaghat,1994,2295.3,243.7,228.3,936.81
madhya pradesh,balaghat,1995,1331.7,243.3,295.9,1216.19
madhya pradesh,balaghat,1996,922.9999999999999,235.9,245.3,1039.85
madhya pradesh,balaghat,1997,1514.3000000000002,243.9,257.7,1056.58
madhya pradesh,balaghat,1998,1567.5,240.1,299.4,1246.98
madhya pradesh,balaghat,1999,1699.2999999999997,249.7,333.3,1334.8
madhya pradesh,balaghat,2000,1006.0,246.6,209.4,849.15
madhya pradesh,balaghat,2001,1702.8,249.5,358.2,1435.67
madhya pradesh,balaghat,2002,1297.5,247.5,207.8,839.6
madhya pradesh,balaghat,2003,1856.3999999999999,252.1,370.4,1469.26
madhya pradesh,balaghat,2004,932.6,224.8,246.49,1096.49
madhya pradesh,balaghat,2005,1788.1000000000001,248.7,365.28,1468.76
madhya pradesh,balaghat,2006,1391.6000000000001,248.65,299.34,1203.86
madhya pradesh,balaghat,2007,1122.8000000000002,249.8,233.77,935.83
madhya pradesh,balaghat,2008,1254.8,249.8,181.57,726.86
madhya pradesh,balaghat,2009,993.9999999999999,247.8,338.2,1364.81
madhya pradesh,balaghat,2012,1120.5000000000002,260.77,486.46,1865.48
madhya pradesh,balaghat,2013,1381.6,258.65,434.08,1678.25
madhya pradesh,balaghat,2014,982.9999999999999,245.0,449.33,1834.0
madhya pradesh,balaghat,2015,895.9,266.0,445.33,1674.17
madhya pradesh,chhindwara,1966,578.2,18.4,4.6,250.0
madhya pradesh,chhindwara,1967,920.3999999999999,17.9,10.6,592.18
madhya pradesh,chhindwara,1968,957.4000000000001,18.1,10.0,552.49
madhya pradesh,chhindwara,1969,1068.3,18.3,10.5,573.77
madhya pradesh,chhindwara,1970,1385.1,18.7,12.7,679.14
madhya pradesh,chhindwara,1971,833.8,20.3,15.0,738.92
madhya pradesh,chhindwara,1972,814.5999999999999,20.8,9.5,456.73
madhya pradesh,chhindwara,1973,1402.3999999999999,21.6,16.1,745.37
madhya pradesh,chhindwara,1974,945.0,22.4,10.3,459.82
madhya pradesh,chhindwara,1975,1051.5,22.4,21.5,959.82
madhya pradesh,chhindwara,1976,885.9000000000001,23.6,8.4,355.93
madhya pradesh,chhindwara,1977,1205.0,24.9,14.0,562.25
madhya pradesh,chhindwara,1978,1097.1999999999998,26.7,13.5,505.62
madhya pradesh,chhindwara,1979,800.0999999999999,27.9,5.5,197.13
madhya pradesh,chhindwara,1980,797.6000000000001,26.7,12.9,483.15
madhya pradesh,chhindwara,1981,1192.5000000000002,26.7,14.7,550.56
madhya pradesh,chhindwara,1982,893.2,26.0,21.5,826.92
madhya pradesh,chhindwara,1983,1326.9,26.3,27.5,1045.63
madhya pradesh,chhindwara,1984,1200.3999999999999,27.3,19.5,714.29
madhya pradesh,chhindwara,1985,904.5999999999999,27.1,24.2,892.99
madhya pradesh,chhindwara,1986,948.4000000000001,28.0,16.0,571.43
madhya pradesh,chhindwara,1987,753.5,26.0,28.0,1076.92
madhya pradesh,chhindwara,1988,1094.4,27.5,20.3,738.18
madhya pradesh,chhindwara,1989,922.0,26.9,20.8,773.23
madhya pradesh,chhindwara,1990,1907.8,20.8,20.7,995.19
madhya pradesh,chhindwara,1994,1522.1,20.1,19.4,965.17
madhya pradesh,chhindwara,1995,893.8,19.6,11.1,566.33
madhya pradesh,chhindwara,1996,794.1999999999999,19.0,15.8,831.58
madhya pradesh,chhindwara,1997,1210.5,19.7,14.9,756.35
madhya pradesh,chhindwara,1998,877.8,19.4,12.1,623.71
madhya pradesh,chhindwara,1999,1387.8,25.4,21.1,830.71
madhya pradesh,chhindwara,2000,696.8000000000001,24.8,11.0,443.55
madhya pradesh,chhindwara,2001,757.8000000000001,25.4,11.3,444.88
madhya pradesh,chhindwara,2002,899.2,25.4,11.0,433.07
madhya pradesh,chhindwara,2003,1078.1999999999998,24.3,21.1,868.31
madhya pradesh,chhindwara,2004,509.7,22.68,15.22,671.08
madhya pradesh,chhindwara,2005,1136.6,21.57,16.49,764.49
madhya pradesh,chhindwara,2006,939.9999999999999,20.56,16.67,810.8
madhya pradesh,chhindwara,2007,896.6,20.5,12.01,585.85
madhya pradesh,chhindwara,2008,618.1999999999999,19.3,9.57,495.85
madhya pradesh,chhindwara,2009,1162.3000000000002,18.8,14.2,755.32
madhya pradesh,chhindwara,2012,1009.7,13.94,38.37,2752.51
madhya pradesh,chhindwara,2013,1376.1999999999998,13.81,28.05,2031.14
madhya pradesh,chhindwara,2014,698.6000000000001,20.0,48.0,2400.0
madhya pradesh,chhindwara,2015,971.6,31.0,54.0,1741.94
madhya pradesh,narsinghpur,1966,716.9,17.2,5.4,313.95
madhya pradesh,narsinghpur,1967,1097.8,16.0,16.0,1000.0
madhya pradesh,narsinghpur,1968,925.1999999999999,16.3,14.0,858.9
madhya pradesh,narsinghpur,1969,1232.2,14.8,12.1,817.57
madhya pradesh,narsinghpur,1970,1617.1,14.1,14.9,1056.74
madhya pradesh,narsinghpur,1971,1331.4,14.2,14.6,1028.17
madhya pradesh,narsinghpur,1972,1210.4,15.6,17.4,1115.38
madhya pradesh,narsinghpur,1973,1637.9999999999998,15.4,19.7,1279.22
madhya pradesh,narsinghpur,1974,1193.1,15.5,13.4,864.52
madhya pradesh,narsinghpur,1975,1619.0,14.7,14.8,1006.8
madhya pradesh,narsinghpur,1976,1165.7,14.9,12.1,812.08
